page|85
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,380,003,415.92|926,706,806.35
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|300,000.00|1,184,962.71
应收账款|4,072,938,447.14|4,110,805,489.71
应收款项融资||
预付款项|38,115,486.64|53,581,764.71
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|131,363,149.65|183,332,268.07
其中：应收利息||
应收股利||
买入返售金融资产||
存货|807,697,466.42|786,160,688.69
合同资产||
持有待售资产||
一年内到期的非流动资产|211,023,938.53|2,240,000.00
其他流动资产|433,729,779.77|393,191,923.25
流动资产合计|7,075,171,684.07|6,457,203,903.49
非流动资产：||
发放贷款和垫款||
债权投资||
可供出售金融资产||345,677,051.66
其他债权投资||
持有至到期投资||
长期应收款|6,746,356,292.50|6,117,943,140.60
长期股权投资|541,710,276.74|525,299,124.11
其他权益工具投资|309,187,711.96|
page|86
其他非流动金融资产|90,450,000.00|
投资性房地产|26,633,351.62|47,014,115.68
固定资产|452,520,492.74|342,570,675.52
在建工程|24,051,103.86|111,440,809.04
生产性生物资产|1,622,707.47|5,300,249.06
油气资产||
使用权资产||
无形资产|509,099,375.10|155,587,142.76
开发支出||
商誉|99,738,207.20|166,588,207.20
长期待摊费用|74,864,124.75|60,515,233.28
递延所得税资产|160,392,898.99|128,580,202.12
其他非流动资产|71,451,098.13|57,335,687.63
非流动资产合计|9,108,077,641.06|8,063,851,638.66
资产总计|16,183,249,325.13|14,521,055,542.15
流动负债：||
短期借款|1,435,292,131.18|2,471,852,700.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|109,103,175.73|236,676,919.82
应付账款|3,187,674,795.68|3,030,590,052.56
预收款项|56,808,976.23|156,465,393.48
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|33,839,727.60|41,788,985.53
应交税费|32,806,300.58|57,615,493.05
其他应付款|393,016,608.80|583,436,099.86
其中：应付利息||14,929,779.60
应付股利|7,043,156.97|
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|1,423,001,883.31|553,258,678.34
page|87
其他流动负债|520,876,639.21|558,151,741.61
流动负债合计|7,192,420,238.32|7,689,836,064.25
非流动负债：||
保险合同准备金||
长期借款|3,235,362,229.56|2,110,561,348.38
应付债券||248,859,178.12
其中：优先股||
永续债||
租赁负债||
长期应付款|4,868,016.72|5,138,532.44
长期应付职工薪酬||
预计负债||
递延收益|71,038,321.44|90,828,162.50
递延所得税负债||
其他非流动负债|331,813,877.23|198,068,930.93
非流动负债合计|3,643,082,444.95|2,653,456,152.37
负债合计|10,835,502,683.27|10,343,292,216.62
所有者权益：||
股本|1,604,242,081.00|1,604,242,081.00
其他权益工具|789,481,132.10|
其中：优先股|789,481,132.10|
永续债||
资本公积|280,750,966.07|282,719,736.02
减：库存股||
其他综合收益|-29,686,318.00|
专项储备||
盈余公积|427,620,993.78|392,696,630.96
一般风险准备||
未分配利润|1,383,428,302.45|1,386,243,322.22
归属于母公司所有者权益合计|4,455,837,157.40|3,665,901,770.20
少数股东权益|891,909,484.46|511,861,555.33
所有者权益合计|5,347,746,641.86|4,177,763,325.53
负债和所有者权益总计|16,183,249,325.13|14,521,055,542.15
