page|72
项目|附注|2020 年度|2019 年度
一、营业总收入|61|10,941,631,163.32|10,212,411,086.04
其中：营业收入|61|10,941,631,163.32|10,212,411,086.04
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||9,244,933,210.76|8,687,979,032.01
其中：营业成本|61|5,404,370,481.93|5,015,903,565.89
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|761,708,525.96|729,032,797.81
销售费用|63|2,304,313,181.06|2,284,221,239.75
管理费用|64|684,104,925.29|523,914,756.67
研发费用|65|84,212,617.38|98,715,257.89
财务费用|66|6,223,479.14|36,191,414.00
其中：利息费用|66|35,823,675.38|46,760,566.59
利息收入|66|44,443,082.35|31,312,404.16
page|73
加：其他收益|67|113,530,043.39|50,229,595.94
投资收益（损失以“－”号填列）|68|179,967,083.76|78,741,470.54
其中：对联营企业和合营企业的投资收益||49,911,385.01|60,266,062.25
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|71|11,719,012.60|347,681.17
资产减值损失（损失以“-”号填列）|72|-69,859,197.64|-43,585,785.78
资产处置收益（损失以“－”号填列）|73|31,981,926.35|16,625,473.43
三、营业利润（亏损以“－”号填列）||1,964,036,821.02|1,626,790,489.33
加：营业外收入|74|199,416,776.47|176,422,018.23
减：营业外支出|75|32,668,785.45|8,167,329.74
四、利润总额（亏损总额以“－”号填列）||2,130,784,812.04|1,795,045,177.82
减：所得税费用|76|378,467,716.39|271,871,789.42
五、净利润（净亏损以“－”号填列）||1,752,317,095.65|1,523,173,388.40
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||1,611,589,229.04|1,510,931,513.84
2.终止经营净利润（净亏损以“－”号填列）||140,727,866.61|12,241,874.56
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||1,076,838,516.18|1,042,891,480.71
2.少数股东损益（净亏损以“-”号填列）||675,478,579.47|480,281,907.69
六、其他综合收益的税后净额||14,905,946.38|16,163,044.24
（一）归属母公司所有者的其他综合收益的税后净额||8,381,117.60|8,078,070.28
1．不能重分类进损益的其他综合收益||8,381,117.60|8,078,070.28
（1）重新计量设定受益计划变动额||8,068,808.69|7,769,318.52
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||312,308.91|308,751.76
page|74
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||6,524,828.78|8,084,973.96
七、综合收益总额||1,767,223,042.03|1,539,336,432.64
（一）归属于母公司所有者的综合收益总额||1,085,219,633.78|1,050,969,550.99
（二）归属于少数股东的综合收益总额||682,003,408.25|488,366,881.65
八、每股收益：|||
（一）基本每股收益(元/股)||2.23|2.15
（二）稀释每股收益(元/股)||2.23|2.15
