page|56
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|（一）|66,093,788,808.80|54,589,600,864.84
结算备付金|||
拆出资金|||
交易性金融资产|（二）|3,152,499,005.64|
以公允价值计量且其变动计入当期损益的金融资产|（三）||107,123,975.43
衍生金融资产|||
应收票据|（四）|992,645,290.83|4,774,249,529.99
应收账款|（五）|36,382,708,474.79|25,425,371,772.43
应收款项融资|（六）|5,116,834,432.35|
预付款项|（七）|2,609,985,958.70|2,757,063,258.96
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|（八）|5,102,371,191.66|6,581,256,873.73
其中：应收利息||87,185,010.47|98,299,019.32
应收股利||10,286,720.03|4,542,089.33
买入返售金融资产|||
page|57
存货|（九）|88,042,901,462.95|75,530,929,253.22
其中：已完工尚未结算款||44,584,658,091.77|34,627,085,483.63
持有待售资产|||
一年内到期的非流动资产|（十）|1,069,584,919.54|776,834,172.52
其他流动资产|（十一）|2,672,010,768.48|2,630,766,291.85
流动资产合计||211,235,330,313.74|173,173,195,992.97
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|（十二）||4,849,918,609.98
其他债权投资|||
持有至到期投资|||
长期应收款|（十三)|21,917,628,153.86|18,785,749,368.43
长期股权投资|（十四）|4,535,182,233.21|2,558,170,018.25
其他权益工具投资|（十五）|764,007,075.93|
其他非流动金融资产|（十六）|1,857,439,448.52|
投资性房地产|（十七）|4,969,343,961.23|4,225,930,232.90
固定资产|（十八）|7,734,039,382.43|8,095,445,233.69
在建工程|（十九）|484,838,908.75|527,887,251.10
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|（二十）|2,132,311,762.17|2,167,518,331.74
开发支出|||
商誉|（二十一）|114,133,452.08|116,008,057.24
长期待摊费用|（二十二）|338,060,116.44|120,334,843.75
递延所得税资产|（二十三）|809,000,233.14|717,635,859.15
其他非流动资产|（二十四）|389,581,467.60|579,870,129.39
非流动资产合计||46,045,566,195.36|42,744,467,935.62
资产总计||257,280,896,509.10|215,917,663,928.59
流动负债：|||
短期借款|（二十五）|5,821,804,016.21|4,935,485,552.49
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|（二十六）|11,131,206,593.91|7,826,360,066.30
应付账款|（二十七）|76,541,684,887.28|55,259,870,894.87
预收款项|（二十八）|56,141,342,203.04|56,433,011,032.15
其中：已结算尚未完工款||45,447,289,088.80|41,851,449,154.83
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|（二十九）|830,501,601.75|689,612,800.06
应交税费|（三十）|3,954,255,488.92|3,639,152,177.66
page|58
其他应付款|（三十一）|12,121,558,314.82|10,378,442,747.16
其中：应付利息||223,679,985.67|150,360,217.96
应付股利||3,649,372.24|10,584,275.86
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|（三十二）|7,991,541,778.41|5,128,077,952.10
其他流动负债|（三十三）|188,535,677.61|139,684,659.97
流动负债合计||174,722,430,561.95|144,429,697,882.76
非流动负债：|||
保险合同准备金|||
长期借款|（三十四）|44,189,370,794.24|29,598,014,199.55
应付债券|（三十五）|96,984,000.00|4,388,461,165.76
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|（三十六）|1,140,089,000.80|1,044,012,410.79
长期应付职工薪酬|（三十七）|296,488,097.00|320,615,876.00
预计负债|（三十八）|6,002,194.11|4,593,416.66
递延收益|（三十九）|173,018,009.04|191,139,945.82
递延所得税负债|（二十三）|429,763,249.68|582,055,206.50
其他非流动负债|（四十）|53,705,996.65|52,836,070.67
非流动负债合计||46,385,421,341.52|36,181,728,291.75
负债合计||221,107,851,903.47|180,611,426,174.51
所有者权益（或股东权益）：|||
实收资本（或股本）|（四十一）|8,904,397,728.00|8,904,397,728.00
其他权益工具|（四十二）|6,500,000,000.00|6,500,000,000.00
其中：优先股|||
永续债||6,500,000,000.00|6,500,000,000.00
资本公积|（四十三）|2,200,006,546.37|2,200,870,974.75
减：库存股|（四十四）|55,121,123.98|
其他综合收益|（四十五）|-85,530,145.70|561,192,568.47
专项储备|（四十六）|2,384,562.98|
盈余公积|（四十七）|1,513,091,171.63|1,242,612,943.31
一般风险准备|||
未分配利润|（四十八）|14,074,908,867.70|11,667,743,645.90
归属于母公司所有者权益（或股东权益）合计||33,054,137,607.00|31,076,817,860.43
少数股东权益||3,118,906,998.63|4,229,419,893.65
所有者权益（或股东权益）合计||36,173,044,605.63|35,306,237,754.08
负债和所有者权益（或股东权益）总计||257,280,896,509.10|215,917,663,928.59
