page|65
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,410,711,562.14|5,760,675,303.96
收到的税费返还||282,292,157.55|309,485,461.31
收到其他与经营活动有关的现金||103,362,853.48|106,533,989.79
经营活动现金流入小计||5,796,366,573.17|6,176,694,755.06
购买商品、接受劳务支付的现金||3,393,689,570.98|4,325,774,921.32
支付给职工及为职工支付的现金||857,703,397.78|798,321,885.52
支付的各项税费||172,395,523.27|149,679,440.08
支付其他与经营活动有关的现金||468,330,445.80|445,668,820.56
经营活动现金流出小计||4,892,118,937.83|5,719,445,067.48
经营活动产生的现金流量净额||904,247,635.34|457,249,687.58
二、投资活动产生的现金流量：|||
收回投资收到的现金||2,789,241,990.12|3,345,329,624.77
取得投资收益收到的现金||29,538,350.52|31,221,632.52
处置固定资产、无形资产和其他长期资产收回的现金净额||30,042,719.88|16,073,581.32
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||3,117,103.00|8,658,121.34
投资活动现金流入小计||2,851,940,163.52|3,401,282,959.95
购建固定资产、无形资产和其他长期资产支付的现金||149,446,790.27|194,192,991.94
投资支付的现金||2,973,115,215.05|3,385,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||48,047,540.48
支付其他与投资活动有关的现金||15,820,898.61|64,791,282.50
投资活动现金流出小计||3,138,382,903.93|3,692,531,814.92
投资活动产生的现金流量||-286,442,740.41|-291,248,854.97
page|66
净额|||
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||7,500,000.00
其中：子公司吸收少数股东投资收到的现金|||7,500,000.00
取得借款收到的现金||50,195,936.61|50,770,001.63
收到其他与筹资活动有关的现金||81,017,659.43|366,419,279.32
筹资活动现金流入小计||131,213,596.04|424,689,280.95
偿还债务支付的现金||133,562,786.09|19,640,824.99
分配股利、利润或偿付利息支付的现金||235,729,835.58|234,083,294.42
其中：子公司支付给少数股东的股利、利润||4,167,169.92|8,538,794.56
支付其他与筹资活动有关的现金||229,414,040.73|188,603,770.30
筹资活动现金流出小计||598,706,662.40|442,327,889.71
筹资活动产生的现金流量净额||-467,493,066.36|-17,638,608.76
四、汇率变动对现金及现金等价物的影响||5,042,912.37|4,866,477.13
五、现金及现金等价物净增加额||155,354,740.94|153,228,700.98
加：期初现金及现金等价物余额||1,816,007,090.01|1,662,778,389.03
六、期末现金及现金等价物余额||1,971,361,830.95|1,816,007,090.01
