page|82
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|356,965,712.16|893,513,573.37
结算备付金||
拆出资金||
交易性金融资产|726,770,246.92|506,133,312.88
衍生金融资产||
应收票据|168,959,996.99|131,375,935.29
应收账款|709,751,737.18|507,758,116.33
应收款项融资|5,138,050.43|21,824,012.76
预付款项|19,510,918.20|14,712,640.88
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|6,449,251.61|6,280,802.01
其中：应收利息||
应收股利||
买入返售金融资产||
存货|805,880,394.36|518,724,562.89
合同资产|1,955,462.29|1,182,424.45
持有待售资产||
一年内到期的非流动资产||
其他流动资产|16,795,916.80|22,595,198.74
流动资产合计|2,818,177,686.94|2,624,100,579.60
非流动资产：||
发放贷款和垫款||
债权投资||
page|83
其他债权投资||
长期应收款||
长期股权投资|9,790,560.53|5,318,290.16
其他权益工具投资||
其他非流动金融资产|10,000,000.00|
投资性房地产||
固定资产|480,443,204.28|460,484,574.04
在建工程|106,299,064.21|37,504,162.14
生产性生物资产||
油气资产||
使用权资产|152,740,298.48|
无形资产|184,822,937.92|121,230,548.79
开发支出||
商誉||
长期待摊费用|6,723,509.51|12,342,297.21
递延所得税资产|23,304,209.14|13,673,060.38
其他非流动资产|79,886,047.27|21,070,472.16
非流动资产合计|1,054,009,831.34|671,623,404.88
资产总计|3,872,187,518.28|3,295,723,984.48
流动负债：||
短期借款|30,031,458.33|15,016,041.70
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|242,864,128.70|214,754,276.70
应付账款|816,719,539.34|572,650,610.19
预收款项||
合同负债|96,091,519.50|64,160,463.82
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|36,427,866.71|25,621,303.50
page|84
应交税费|15,869,257.64|14,723,175.34
其他应付款|38,446,043.38|1,408,679.25
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|28,266,158.32|
其他流动负债|9,384,279.03|5,439,877.44
流动负债合计|1,314,100,250.95|913,774,427.94
非流动负债：||
保险合同准备金||
长期借款||
应付债券|530,800,158.59|503,380,800.20
其中：优先股||
永续债||
租赁负债|127,511,870.94|
长期应付款||
长期应付职工薪酬||
预计负债|2,117,634.11|2,290,334.98
递延收益|3,258,687.93|4,002,464.69
递延所得税负债|110,973.18|
其他非流动负债||
非流动负债合计|663,799,324.75|509,673,599.87
负债合计|1,977,899,575.70|1,423,448,027.81
所有者权益：||
股本|153,471,577.00|150,700,000.00
其他权益工具|135,427,540.75|135,439,807.09
其中：优先股||
永续债||
资本公积|829,629,359.11|791,820,427.24
减：库存股|35,622,200.00|
其他综合收益|1,201,695.00|-456,964.34
专项储备||
page|85
盈余公积|86,317,170.31|86,317,170.31
一般风险准备||
未分配利润|723,862,800.41|708,455,516.37
归属于母公司所有者权益合计|1,894,287,942.58|1,872,275,956.67
少数股东权益||
所有者权益合计|1,894,287,942.58|1,872,275,956.67
负债和所有者权益总计|3,872,187,518.28|3,295,723,984.48
