page|93
项目|附注|2021 年度|2020 年度
一、营业总收入||4,114,603,534.27|2,322,324,240.49
其中：营业收入||4,114,603,534.27|2,322,324,240.49
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,144,093,711.20|1,881,015,900.84
其中：营业成本||2,769,007,325.50|1,621,826,532.50
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||25,499,978.40|13,681,384.55
销售费用||36,304,787.61|29,834,947.08
管理费用||153,888,511.44|87,683,317.46
研发费用||131,946,692.85|95,601,062.07
财务费用||27,446,415.40|32,388,657.18
其中：利息费用||12,877,091.36|20,860,809.42
利息收入||5,866,205.79|3,296,992.76
加：其他收益||11,653,774.85|12,215,856.71
投资收益（损失以“－”号填列）||1,273,146.76|6,556,330.02
其中：对联营企业和合营企业|||
page|94
的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||2,702,497.19|2,363,367.97
信用减值损失（损失以“-”号填列）||-12,583,473.72|-3,538,163.43
资产减值损失（损失以“-”号填列）||-10,659,101.52|-6,533,159.75
资产处置收益（损失以“－”号填列）||-7,051,330.11|-7,783,231.01
三、营业利润（亏损以“－”号填列）||955,845,336.52|444,589,340.16
加：营业外收入||500,017.95|
减：营业外支出||1,614,262.56|1,139,249.00
四、利润总额（亏损总额以“－”号填列）||954,731,091.91|443,450,091.16
减：所得税费用||130,255,748.21|60,806,199.11
五、净利润（净亏损以“－”号填列）||824,475,343.70|382,643,892.05
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||824,475,343.70|382,643,892.05
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||824,475,343.70|393,220,204.76
2.少数股东损益（净亏损以“-”号填列）|||-10,576,312.71
六、其他综合收益的税后净额||-1,410,810.00|-2,304,669.79
（一）归属母公司所有者的其他综合收益的税后净额||-1,410,810.00|-2,304,038.14
1．不能重分类进损益的其他综合收益||923,989.82|
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||923,989.82|
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-2,334,799.82|-2,304,038.14
（1）权益法下可转损益的其他综合收益|||
page|95
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-2,334,799.82|-2,304,038.14
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||-631.65
七、综合收益总额||823,064,533.70|380,339,222.26
（一）归属于母公司所有者的综合收益总额||823,064,533.70|390,916,166.62
（二）归属于少数股东的综合收益总额|||-10,576,944.36
八、每股收益：|||
（一）基本每股收益(元/股)||1.71|0.82
（二）稀释每股收益(元/股)||1.70|0.81
