page|76
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|1,478,743,657.42|1,002,715,523.08
结算备付金||
拆出资金||
交易性金融资产||192,687,237.50
衍生金融资产||
应收票据||60,055,045.00
应收账款|960,462,606.69|1,132,477,614.90
应收款项融资|51,821,975.67|6,708,000.00
预付款项|68,383,555.60|78,280,238.19
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|547,822,006.41|935,423,771.17
其中：应收利息||
应收股利||
买入返售金融资产||
存货|87,319,856.16|144,304,005.87
合同资产|437,551,340.44|
持有待售资产||
一年内到期的非流动资产||
其他流动资产|94,050,797.64|151,266,123.52
流动资产合计|3,726,155,796.03|3,703,917,559.23
非流动资产：||
发放贷款和垫款||
债权投资||
page|77
其他债权投资||
长期应收款|218,116,582.05|189,560,140.49
长期股权投资|200,321,004.85|214,437,144.69
其他权益工具投资|9,556,138.81|7,866,167.84
其他非流动金融资产||
投资性房地产|29,421,367.86|70,346,184.27
固定资产|705,508,852.26|828,094,208.33
在建工程|25,813,281.25|6,220,231.68
生产性生物资产||
油气资产||
使用权资产||
无形资产|183,437,278.46|223,114,582.35
开发支出||
商誉||
长期待摊费用|1,075,340.08|1,222,368.40
递延所得税资产|6,266,488.19|5,727,747.94
其他非流动资产|6,213,815.09|7,928,478.17
非流动资产合计|1,385,730,148.90|1,554,517,254.16
资产总计|5,111,885,944.93|5,258,434,813.39
流动负债：||
短期借款|943,000,000.00|1,155,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|816,445,496.84|783,440,561.92
应付账款|1,423,318,274.13|1,328,872,741.86
预收款项||75,278,827.72
合同负债|38,265,986.42|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|37,199,528.72|29,399,332.64
page|78
应交税费|25,658,247.85|15,650,311.03
其他应付款|474,974,000.55|378,454,732.71
其中：应付利息|1,814,433.19|2,363,701.40
应付股利|773,663.16|773,663.16
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|260,000,000.00|455,000,000.00
其他流动负债|2,546,840.69|
流动负债合计|4,021,408,375.20|4,221,096,507.88
非流动负债：||
保险合同准备金||
长期借款|360,000,000.00|380,000,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|657,636.67|1,195,199.37
长期应付职工薪酬||
预计负债||
递延收益|119,624,599.74|149,351,063.97
递延所得税负债|983,420.83|788,010.81
其他非流动负债||
非流动负债合计|481,265,657.24|531,334,274.15
负债合计|4,502,674,032.44|4,752,430,782.03
所有者权益：||
股本|733,329,168.00|733,329,168.00
其他权益工具||
其中：优先股||
永续债||
资本公积|529,763,824.00|530,478,330.16
减：库存股||
其他综合收益|5,572,717.98|4,136,242.66
专项储备|14,855,358.52|13,969,295.63
page|79
盈余公积|47,367,283.00|47,367,283.00
一般风险准备||
未分配利润|-803,997,868.15|-903,580,313.71
归属于母公司所有者权益合计|526,890,483.35|425,700,005.74
少数股东权益|82,321,429.14|80,304,025.62
所有者权益合计|609,211,912.49|506,004,031.36
负债和所有者权益总计|5,111,885,944.93|5,258,434,813.39
