page|70
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||622,831,880.32|599,817,544.05
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||11,418,222.48|2,933,519.74
收到其他与经营活动有关的现金|七、78(1)|42,776,350.17|62,375,691.90
经营活动现金流入小计||677,026,452.97|665,126,755.69
购买商品、接受劳务支付的现金||468,633,561.22|397,215,264.35
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||163,062,586.31|166,914,875.41
支付的各项税费||44,402,373.86|43,184,212.28
支付其他与经营活动有关的现金|七、78(2)|83,171,534.55|109,535,561.94
经营活动现金流出小计||759,270,055.94|716,849,913.98
page|71
经营活动产生的现金流量净额||-82,243,602.97|-51,723,158.29
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,000,000.00|525,000.00
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||63,823,000.00|56,583,694.62
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||64,823,000.00|57,108,694.62
购建固定资产、无形资产和其他长期资产支付的现金||61,738,384.75|87,013,247.37
投资支付的现金||170,000.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78(4)|9,784.90|500,000.00
投资活动现金流出小计||61,918,169.65|87,513,247.37
投资活动产生的现金流量净额||2,904,830.35|-30,404,552.75
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||755,000.00
其中：子公司吸收少数股东投资收到的现金|||755,000.00
取得借款收到的现金||963,230,345.11|759,117,390.58
收到其他与筹资活动有关的现金|七、78(5)|360,276,695.84|848,900,000.00
筹资活动现金流入小计||1,323,507,040.95|1,608,772,390.58
偿还债务支付的现金||784,920,301.01|675,052,089.57
分配股利、利润或偿付利息支付的现金||47,983,555.41|37,388,430.04
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78(6)|483,345,649.02|770,595,655.30
筹资活动现金流出小计||1,316,249,505.44|1,483,036,174.91
筹资活动产生的现金流量净额||7,257,535.51|125,736,215.67
四、汇率变动对现金及现金等价物的影响||21,364.23|-154,568.30
五、现金及现金等价物净增加额||-72,059,872.88|43,453,936.33
加：期初现金及现金等价物余额||105,479,822.05|62,025,885.72
六、期末现金及现金等价物余额||33,419,949.17|105,479,822.05
