page|77
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||935,832,529.86|791,731,815.81
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净|||
page|78
额|||
收到的税费返还||6,552,492.65|10,471,108.49
收到其他与经营活动有关的现金|七、78（1）|24,057,995.79|22,572,886.92
经营活动现金流入小计||966,443,018.30|824,775,811.22
购买商品、接受劳务支付的现金||658,560,098.12|538,372,241.70
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||184,351,715.64|134,609,607.76
支付的各项税费||53,211,285.96|51,701,743.71
支付其他与经营活动有关的现金|七、78（2）|77,768,218.54|98,379,861.38
经营活动现金流出小计||973,891,318.26|823,063,454.55
经营活动产生的现金流量净额|七、79（1）|-7,448,299.96|1,712,356.67
二、投资活动产生的现金流量：|||
收回投资收到的现金||9,065,986.11|480,123,482.05
取得投资收益收到的现金|||3,026,993.02
处置固定资产、无形资产和其他长期资产收回的现金净额||1,066,443.24|4,022,845.17
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78（3）|555,111.59|111,988,340.00
投资活动现金流入小计||10,687,540.94|599,161,660.24
购建固定资产、无形资产和其他长期资产支付的现金||86,577,301.23|112,628,510.37
投资支付的现金||17,000,000.00|480,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||6,882,093.71
支付其他与投资活动有关的现金|七、78（4）|20,000,000.00|93,531,996.45
投资活动现金流出小计||123,577,301.23|693,042,600.53
投资活动产生的现金流量净额||-112,889,760.29|-93,880,940.29
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||2,400,000.00
其中：子公司吸收少数股东投资收到的现金|||2,400,000.00
page|79
取得借款收到的现金|||
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计|||2,400,000.00
偿还债务支付的现金|||381,627.96
分配股利、利润或偿付利息支付的现金||36,319,747.94|145,122,208.98
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78（6）|11,050,187.77|956,000.00
筹资活动现金流出小计||47,369,935.71|146,459,836.94
筹资活动产生的现金流量净额||-47,369,935.71|-144,059,836.94
四、汇率变动对现金及现金等价物的影响||-1,854,070.04|-4,557,369.97
五、现金及现金等价物净增加额||-169,562,066.00|-240,785,790.53
加：期初现金及现金等价物余额||236,682,036.62|477,467,827.15
六、期末现金及现金等价物余额  七、79（1）||67,119,970.62|236,682,036.62
