page|163
项目|附注|2021 年度|2020 年度
一、营业总收入||2,139,314,811.62|1,506,129,299.35
其中：营业收入|七、61|2,139,314,811.62|1,506,129,299.35
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,133,028,209.89|1,570,918,088.83
其中：营业成本|七、61|1,282,250,294.72|828,939,690.07
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|3,624,912.65|2,071,451.48
销售费用|七、63|128,813,427.76|93,404,549.67
管理费用|七、64|87,506,989.97|85,981,429.42
研发费用|七、65|628,400,444.43|530,886,305.25
财务费用|七、66|2,432,140.36|29,634,662.94
其中：利息费用||3,528,702.82|1,234,898.83
利息收入||12,840,826.11|1,879,982.81
加：其他收益|七、67|19,731,180.88|26,275,663.60
投资收益（损失以“－”号填列）|七、68|8,736,676.34|24,401,318.89
其中：对联营企业和合营企业的投资收益||-26,940,677.36|9,010,563.51
以摊余成本计量的金融资产终止确认收益|||
page|164
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-849,853.27|15,436,882.35
信用减值损失（损失以“-”号填列）|七、71|-10,008,875.91|-903,653.04
资产减值损失（损失以“-”号填列）|七、72|-1,087,023.38|-7,502,354.43
资产处置收益（损失以“－”号填列）|七、73|2,109.04|1,575.22
三、营业利润（亏损以“－”号填列）||22,810,815.43|-7,079,356.89
加：营业外收入|七、74|1,608,773.91|1,365,300.70
减：营业外支出|七、75|243,079.54|2,515,012.86
四、利润总额（亏损总额以“－”号填列）||24,176,509.80|-8,229,069.05
减：所得税费用|七、76|10,884,152.22|17,337,289.13
五、净利润（净亏损以“－”号填列）||13,292,357.58|-25,566,358.18
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||13,292,357.58|-25,566,358.18
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||13,292,357.58|-25,566,358.18
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|七、77|-2,873,707.83|-1,612,823.59
（一）归属母公司所有者的其他综合收益的税后净额||-2,873,707.83|-1,612,823.59
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-2,873,707.83|-1,612,823.59
（1）权益法下可转损益的其他综合收益|||
page|165
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-2,873,707.83|-1,612,823.59
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||10,418,649.75|-27,179,181.77
（一）归属于母公司所有者的综合收益总额||10,418,649.75|-27,179,181.77
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.03|(0.06)
（二）稀释每股收益(元/股)||0.03|(0.06)
