page|167
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||2,197,854,601.48|1,384,067,407.17
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||7,849,117.21|6,479,794.95
收到其他与经营活动有关的现金|七、78|132,012,982.29|71,630,454.90
经营活动现金流入小计||2,337,716,700.98|1,462,177,657.02
购买商品、接受劳务支付的现金||1,213,717,236.30|749,447,664.91
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||788,436,184.50|590,333,354.81
支付的各项税费||74,694,842.99|28,406,686.90
支付其他与经营活动有关的现金|七、78|105,634,935.22|219,386,862.24
经营活动现金流出小计||2,182,483,199.01|1,587,574,568.86
经营活动产生的现金流量净额||155,233,501.97|-125,396,911.84
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||35,677,353.70|15,390,755.38
page|168
处置固定资产、无形资产和其他长期资产收回的现金净额||2,109.04|1,575.22
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|4,793,995,653.18|3,448,501,330.09
投资活动现金流入小计||4,829,675,115.92|3,463,893,660.69
购建固定资产、无形资产和其他长期资产支付的现金||136,044,586.57|141,317,064.05
投资支付的现金||124,599,905.00|0.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|3,826,000,000.00|4,803,496,983.28
投资活动现金流出小计||4,086,644,491.57|4,944,814,047.33
投资活动产生的现金流量净额||743,030,624.35|-1,480,920,386.64
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||36,692,359.94|1,710,503,823.43
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||23,338,067.30|0.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||60,030,427.24|1,710,503,823.43
偿还债务支付的现金||11,564,135.78|0.00
分配股利、利润或偿付利息支付的现金|||
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|65,341,451.92|49,099,571.58
筹资活动现金流出小计||76,905,587.70|49,099,571.58
筹资活动产生的现金流量净额||-16,875,160.46|1,661,404,251.85
四、汇率变动对现金及现金等价物的影响||-2,765,175.31|-6,732,070.93
五、现金及现金等价物净增加额||878,623,790.55|48,354,882.44
加：期初现金及现金等价物余额||208,707,605.82|160,352,723.38
六、期末现金及现金等价物余额||1,087,331,396.37|208,707,605.82
