page|93
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|3,547,163,325.79|1,340,348,598.36
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据||200,765,940.26
应收账款|2,598,658,332.43|1,932,451,737.86
应收款项融资|51,086,824.07|
预付款项|298,209,355.73|10,061,288.80
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|39,890,542.77|31,105,018.30
其中：应收利息||
应收股利||
买入返售金融资产||
存货|2,047,884,907.20|756,968,310.20
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|141,402,043.93|95,934,782.90
流动资产合计|8,724,295,331.92|4,367,635,676.68
非流动资产：||
page|94
发放贷款和垫款||
债权投资||
可供出售金融资产||500,000.00
其他债权投资||
持有至到期投资||
长期应收款|1,587,999,807.26|1,235,888,201.28
长期股权投资|191,019,046.68|150,715,795.20
其他权益工具投资|500,000.00|
其他非流动金融资产||
投资性房地产||
固定资产|575,402,849.76|567,334,689.88
在建工程|334,159,311.53|69,059,470.42
生产性生物资产||
油气资产||
使用权资产||
无形资产|44,880,236.13|39,586,341.70
开发支出||
商誉||
长期待摊费用|1,540,216.12|1,539,286.57
递延所得税资产|100,176,648.21|96,282,221.60
其他非流动资产|2,905,188.60|66,383,504.78
非流动资产合计|2,838,583,304.29|2,227,289,511.43
资产总计|11,562,878,636.21|6,594,925,188.11
流动负债：||
短期借款|30,036,250.00|175,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|3,128,625,060.08|1,894,057,104.76
应付账款|2,721,820,078.14|2,094,881,352.23
预收款项|3,394,333,337.08|465,500,634.10
page|95
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|31,647,410.52|29,226,341.66
应交税费|11,578,458.42|34,445,515.38
其他应付款|72,634,682.84|28,201,504.68
其中：应付利息||
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||60,000,000.00
其他流动负债|58,543,406.18|87,287,922.68
流动负债合计|9,449,218,683.26|4,868,600,375.49
非流动负债：||
保险合同准备金||
长期借款||225,200,000.00
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|25,700,000.00|25,700,000.00
长期应付职工薪酬||
预计负债|480,405,518.85|426,171,607.18
递延收益|81,038,218.17|86,957,314.55
递延所得税负债||
其他非流动负债||
非流动负债合计|587,143,737.02|764,028,921.73
负债合计|10,036,362,420.28|5,632,629,297.22
所有者权益：||
股本|293,960,000.00|220,470,000.00
其他权益工具||
page|96
其中：优先股||
永续债||
资本公积|681,013,586.77|313,236,629.19
减：库存股||
其他综合收益||
专项储备|2,641,686.44|4,333,217.10
盈余公积|61,071,112.46|52,961,507.67
一般风险准备||
未分配利润|478,195,140.91|370,661,771.33
归属于母公司所有者权益合计|1,516,881,526.58|961,663,125.29
少数股东权益|9,634,689.35|632,765.60
所有者权益合计|1,526,516,215.93|962,295,890.89
负债和所有者权益总计|11,562,878,636.21|6,594,925,188.11
