page|104
项目|2021 年度|2020 年度
一、营业总收入|107,976,195.34|163,309,323.59
其中：营业收入|107,976,195.34|163,309,323.59
利息收入||
已赚保费||
page|105
手续费及佣金收入||
二、营业总成本|141,528,310.11|180,848,618.17
其中：营业成本|100,322,077.56|137,551,771.69
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|594,171.64|744,174.96
销售费用|3,294,384.90|4,673,717.77
管理费用|21,761,627.50|25,209,719.75
研发费用|1,514,603.44|763,945.37
财务费用|14,041,445.07|11,905,288.63
其中：利息费用|14,529,702.37|12,609,427.54
利息收入|539,677.01|729,677.97
加：其他收益|3,807,490.38|4,120,507.49
投资收益（损失以“－”号填列）|833,870.97|7,463,924.30
其中：对联营企业和合营企业的投资收益|833,870.97|1,467,559.72
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）||
信用减值损失（损失以“-”号填列）|-4,534,508.45|-1,396,274.01
资产减值损失（损失以“-”号填列）|-37,206,332.90|-2,228,749.30
资产处置收益（损失以“-”号填列）|42,526,920.19|1,613,365.93
三、营业利润（亏损以“－”号填列）|-28,124,674.58|-7,966,520.17
加：营业外收入|382,870.74|11,730,093.95
减：营业外支出|804,961.20|451,444.23
四、利润总额（亏损总额以“－”号填列）|-28,546,765.04|3,312,129.55
减：所得税费用|1,847,982.08|799,715.60
五、净利润（净亏损以“－”号填列）|-30,394,747.12|2,512,413.95
page|106
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|-30,394,747.12|2,512,413.95
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|-27,302,573.67|4,211,925.94
2.少数股东损益|-3,092,173.45|-1,699,511.99
六、其他综合收益的税后净额|-5,811,972.05|1,690,869.13
归属母公司所有者的其他综合收益的税后净额|-5,811,972.05|1,690,869.13
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-5,811,972.05|1,690,869.13
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|-5,811,972.05|1,690,869.13
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|-36,206,719.17|4,203,283.08
归属于母公司所有者的综合收益总额|-33,114,545.72|5,902,795.07
归属于少数股东的综合收益总额|-3,092,173.45|-1,699,511.99
八、每股收益：||
（一）基本每股收益|-0.09|0.01
（二）稀释每股收益|-0.09|0.01
