page|75
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,443,025,308.30|8,114,038,215.51
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||75,796,480.04|190,496,186.66
收到其他与经营活动有关的现金|五、52|228,884,588.85|61,319,911.98
经营活动现金流入小计||7,747,706,377.19|8,365,854,314.15
购买商品、接受劳务支付的现金||4,523,257,464.95|5,485,471,314.40
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,409,147,039.80|1,337,702,339.40
支付的各项税费||281,145,079.47|122,414,104.99
支付其他与经营活动有关的现金|五、52|229,541,645.23|155,644,986.87
经营活动现金流出小计||6,443,091,229.45|7,101,232,745.66
经营活动产生的现金流量净额||1,304,615,147.74|1,264,621,568.49
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||76,543,662.58|41,911,875.21
处置固定资产、无形资产和其他长期资产收回的现金净额||297,612,808.65|132,105,736.67
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||374,156,471.23|174,017,611.88
购建固定资产、无形资产和其他长期资产支付的现金||436,219,562.46|1,238,585,698.46
投资支付的现金||240,123,200.00|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|五、52||45,408,985.41
投资活动现金流出小计||676,342,762.46|1,283,994,683.87
投资活动产生的现金流量净额||-302,186,291.23|-1,109,977,071.99
page|76
项目|附注|2020年度|2019年度
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||998,093.59|
其中：子公司吸收少数股东投资收到的现金||998,093.59|
取得借款收到的现金||5,814,033,662.38|3,194,906,668.66
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||5,815,031,755.97|3,194,906,668.66
偿还债务支付的现金||5,817,170,206.26|3,230,136,782.46
分配股利、利润或偿付利息支付的现金||270,000,368.90|338,427,107.88
其中：子公司支付给少数股东的股利、利润||780,658.20|6,530,389.65
支付其他与筹资活动有关的现金|五、52|74,842,797.74|3,775,517.65
筹资活动现金流出小计||6,162,013,372.90|3,572,339,407.99
筹资活动产生的现金流量净额||-346,981,616.93|-377,432,739.33
四、汇率变动对现金及现金等价物的影响||-42,580,796.44|37,374,916.46
五、现金及现金等价物净增加额|五、53|612,866,443.14|-185,413,326.37
加：期初现金及现金等价物余额|五、53|851,436,629.90|1,036,849,956.27
六、期末现金及现金等价物余额|五、53|1,464,303,073.04|851,436,629.90
