page|94
项目|附注|2021 年度|2020 年度
一、营业总收入||8,587,277,140.52|8,714,332,197.60
page|95
其中：营业收入||8,587,277,140.52|8,714,332,197.60
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||8,515,417,067.97|8,752,339,584.93
其中：营业成本||8,022,809,730.68|8,351,448,661.49
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||2,771,224.58|2,716,434.40
销售费用||144,772,834.20|89,047,937.38
管理费用||295,157,306.23|280,055,865.95
研发费用|||
财务费用||49,905,972.28|29,070,685.71
其中：利息费用||51,244,565.70|63,617,628.36
利息收入||21,845,213.40|52,648,023.48
加：其他收益||3,095,427.33|1,610,097.37
投资收益（损失以“－”号填列）||3,650,654.55|411,103,866.81
其中：对联营企业和合营企业的投资收益||-18,338,669.55|457,374,512.65
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）||-880,085.34|15,080,465.23
信用减值损失（损失以“-”号填列）||2,188,476.04|-1,674,263.07
资产减值损失（损失以“-”号填列）||8,498,523.44|-17,951,876.82
资产处置收益（损失以“－”号填列）|||-18,444.08
三、营业利润（亏损以“－”号填列）||88,413,068.57|370,142,458.11
加：营业外收入||229,082.79|242,034.89
减：营业外支出||787,337.79|367,640.49
四、利润总额（亏损总额以“－”号填列）||87,854,813.57|370,016,852.51
减：所得税费用||14,925,743.09|-40,863,824.73
五、净利润（净亏损以“－”号填列）||72,929,070.48|410,880,677.24
（一）按经营持续性分类|||
page|96
1.持续经营净利润（净亏损以“－”号填列）||72,929,070.48|410,880,677.24
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||74,359,292.16|462,765,486.73
2.少数股东损益（净亏损以“-”号填列）||-1,430,221.68|-51,884,809.49
六、其他综合收益的税后净额||-164,518,722.44|-326,138,560.65
（一）归属母公司所有者的其他综合收益的税后净额||-172,240,441.52|-329,017,503.54
1．不能重分类进损益的其他综合收益||-63,258,829.53|-2,453,666.55
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益||12,852,478.75|
（3）其他权益工具投资公允价值变动||-76,111,308.28|-2,453,666.55
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-108,981,611.99|-326,563,836.99
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备||22,097,623.83|-33,921,255.19
（6）外币财务报表折算差额||-131,079,235.82|-292,642,581.80
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||7,721,719.08|2,878,942.89
七、综合收益总额||-91,589,651.96|84,742,116.59
（一）归属于母公司所有者的综合收益总额||-97,881,149.36|133,747,983.19
（二）归属于少数股东的综合收益总额||6,291,497.40|-49,005,866.60
八、每股收益：|||
（一）基本每股收益(元/股)||0.0336|0.2090
（二）稀释每股收益(元/股)||0.0336|0.2090
