page|58
项目|附注|2020 年度|2019 年度
一、营业总收入|七(60)|7,654,121,349.38|7,622,552,186.50
其中：营业收入|七(60)|7,654,121,349.38|7,622,552,186.50
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||6,848,743,190.27|6,919,681,597.63
其中：营业成本|七(60)|5,814,376,458.79|5,730,780,607.82
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七(61)|188,876,526.29|150,918,515.74
销售费用|七(62)|161,493,376.66|146,832,287.54
page|59
管理费用|七(63)|561,725,386.59|737,623,976.01
研发费用|七(64)|37,577,536.24|7,301,468.77
财务费用|七(65)|84,693,905.70|146,224,741.75
其中：利息费用|七(65)|90,337,938.33|148,733,537.08
利息收入|七(65)|6,083,722.65|10,927,741.36
加：其他收益|七(66)|2,023,972.86|6,166,534.68
投资收益（损失以“－”号填列）|七(67)|(208,989.29)|(498,778.26)
其中：对联营企业和合营企业的投资收益||(1,456,642.24)|(1,455,882.87)
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七(70)|-2,512,117.34|4,727,884.60
资产减值损失（损失以“-”号填列）|七(71)|(11,574,229.15)|(58,098,831.23)
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）||793,106,796.19|655,167,398.66
加：营业外收入|七(73)|56,823,806.49|21,875,275.68
减：营业外支出|七(74)|42,510,445.32|25,475,458.82
四、利润总额（亏损总额以“－”号填列）||807,420,157.36|651,567,215.52
减：所得税费用|七(75)|206,853,945.98|162,889,977.88
五、净利润（净亏损以“－”号填列）||600,566,211.38|488,677,237.64
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||600,566,211.38|488,677,237.64
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||668,462,604.77|574,506,247.63
2.少数股东损益（净亏损以“-”号填列）||(67,896,393.39)|(85,829,009.99)
六、其他综合收益的税后净额||2,567,703.41|6,127,000.37
（一）归属母公司所有者的其他综合收益的税后净额||2,561,474.28|6,112,837.22
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他|||
page|60
综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||2,561,474.28|6,112,837.22
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额||2,561,474.28|6,112,837.22
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||6,229.13|14,163.15
七、综合收益总额|||
（一）归属于母公司所有者的综合收益总额|||
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.92|0.79
（二）稀释每股收益(元/股)|||
