page|46
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|890,103,305.87|853,180,711.38
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|||
应收账款|七、5|23,892,248.48|39,125,869.30
应收款项融资|七、6|25,387,432.69|25,051,125.58
预付款项|七、7|7,304,169.96|8,681,370.72
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|37,039.33|288,974.31
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|2,713,730.87|2,100,889.37
合同资产|||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|84,661,275.22|105,016,385.22
流动资产合计||1,034,099,202.42|1,033,445,325.88
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|622,338.22|383,814.86
其他权益工具投资|||
其他非流动金融资产|||
page|47
投资性房地产|七、20|28,259,372.44|29,348,420.56
固定资产|七、21|134,798,119.10|131,717,777.47
在建工程|七、22|18,966,055.42|2,530,017.68
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|20,473,099.19|21,295,650.17
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、30|2,093,485.90|2,372,381.90
其他非流动资产|七、31|507,450.32|3,055,600.00
非流动资产合计||205,719,920.59|190,703,662.64
资产总计||1,239,819,123.01|1,224,148,988.52
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|67,005,265.43|64,615,363.17
预收款项|七、37|17,250.00|13,105,242.02
合同负债|七、38|12,852,449.77|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|7,097,714.67|8,043,161.65
应交税费|七、40|4,398,900.82|2,247,030.43
其他应付款|七、41|20,495,762.35|20,401,633.47
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|||
其他流动负债|七、44|1,670,818.48|
流动负债合计||113,538,161.52|108,412,430.74
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|||
长期应付职工薪酬|||
page|48
预计负债|||
递延收益|七、51|105,000.00|210,000.00
递延所得税负债|||
其他非流动负债|||
非流动负债合计||105,000.00|210,000.00
负债合计||113,643,161.52|108,622,430.74
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|680,319,676.00|680,319,676.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|1,645,312,920.48|1,645,312,920.48
减：库存股|||
其他综合收益|||
专项储备|七、58|1,034,648.09|4,474,192.32
盈余公积||89,015,542.19|89,015,542.19
一般风险准备|||
未分配利润|七、60|-1,403,223,214.88|-1,413,149,141.76
归属于母公司所有者权益（或股东权益）合计||1,012,459,571.88|1,005,973,189.23
少数股东权益||113,716,389.61|109,553,368.55
所有者权益（或股东权益）合计||1,126,175,961.49|1,115,526,557.78
负债和所有者权益（或股东权益）总计||1,239,819,123.01|1,224,148,988.52
