page|74
项目|附注|2020 年度|2019 年度
一、营业总收入|||999,164,929.91   2,271,048,109.96
其中：营业收入|||999,164,929.91   2,271,048,109.96
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||988,257,887.19   2,276,671,297.73
其中：营业成本|||881,785,610.85   2,089,720,169.38
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加||928,563.46|4,166,980.83
销售费用||17,167,780.41|45,984,639.26
管理费用||27,432,209.96|63,412,523.80
研发费用||735,835.29|2,090,622.11
财务费用||60,207,887.22|71,296,362.35
其中：利息费用||61,840,378.47|76,152,789.87
利息收入||2,826,611.50|2,775,750.15
加：其他收益||1,909,925.12|1,780,389.68
投资收益（损失以“－”号填列）||5,130,425.38|-25,068,065.28
其中：对联营企业和合营企业的投资收益||-169,130.33|-267,724.64
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填|||
page|75
列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|||-3,852,786.37    -658,099,064.67
资产减值损失（损失以“-”号填列）|||-888,728,613.30
资产处置收益（损失以“－”号填列）|||
三、营业利润（亏损以“－”号填列）|||14,094,606.85   -1,575,738,541.34
加：营业外收入||620,413.74|2,769,101.26
减：营业外支出||875,536.56|866,101.14
四、利润总额（亏损总额以“－”号填列）|||13,839,484.03    -1,573,835,541.22
减：所得税费用||4,366,533.18|-3,115,593.91
五、净利润（净亏损以“－”号填列）|||9,472,950.85    -1,570,719,947.31
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）|||9,472,950.85    -1,570,719,947.31
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）|||9,472,950.85    -1,568,527,024.24
2.少数股东损益（净亏损以“-”号填列）|||-2,192,923.07
六、其他综合收益的税后净额||-3,725,617.08|-15,702,809.36
（一）归属母公司所有者的其他综合收益的税后净额||-3,725,617.08|-15,702,809.36
1．不能重分类进损益的其他综合收益||-3,302,571.35|-16,261,587.18
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-3,302,571.35|-16,261,587.18
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-423,045.73|558,777.82
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
page|76
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-423,045.73|558,777.82
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额|||5,747,333.77    -1,586,422,756.67
（一）归属于母公司所有者的综合收益总额|||5,747,333.77    -1,584,229,833.60
（二）归属于少数股东的综合收益总额|||-2,192,923.07
八、每股收益：|||
（一）基本每股收益(元/股)||0.02|-3.43
（二）稀释每股收益(元/股)||0.02|-3.43
