page|96
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金||2,258,428,867.62|2,024,620,452.83
结算备付金|||
拆出资金|||
交易性金融资产||31,865,600.00|50,000,000.00
衍生金融资产|||
应收票据||293,547,410.40|
应收账款||3,806,075,886.79|3,920,700,103.49
应收款项融资||30,052,757.92|213,234,555.91
预付款项||969,441,782.80|1,054,402,414.18
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款||177,886,069.35|226,224,224.79
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货||2,288,464,835.49|2,261,219,455.77
合同资产||84,484,830.88|62,890,131.46
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||87,092,991.05|85,825,099.84
流动资产合计||10,027,341,032.30|9,899,116,438.27
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款||57,782,023.96|183,000,000.00
长期股权投资||949,345,799.71|719,698,489.31
其他权益工具投资|||
其他非流动金融资产||742,859,826.91|670,011,363.88
投资性房地产||57,234,350.86|62,327,599.65
固定资产||951,594,170.37|913,739,668.82
在建工程||33,895,027.20|28,143,456.48
生产性生物资产|||
page|97
油气资产|||
使用权资产||66,588,245.52|
无形资产||338,718,472.64|407,026,105.02
开发支出||108,836,060.50|106,026,108.25
商誉||609,531,565.85|804,116,242.43
长期待摊费用||2,670,879.68|5,443,649.30
递延所得税资产||85,363,805.24|66,317,032.56
其他非流动资产||11,042,322.39|5,125,391.76
非流动资产合计||4,015,462,550.83|3,970,975,107.46
资产总计||14,042,803,583.13|13,870,091,545.73
流动负债：|||
短期借款||2,600,331,748.28|3,035,700,987.62
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据||1,618,960,254.84|1,889,757,557.51
应付账款||1,514,137,870.95|1,810,560,927.93
预收款项|||
合同负债||691,327,054.75|586,974,571.35
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬||12,359,215.00|16,981,016.70
应交税费||113,608,766.13|125,092,754.24
其他应付款||361,927,687.13|454,412,561.94
其中：应付利息|||
应付股利||5,715,038.19|9,939,798.14
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债||205,588,077.92|62,005,933.88
其他流动负债||495,741,576.10|403,238,047.27
流动负债合计||7,613,982,251.10|8,384,724,358.44
非流动负债：|||
保险合同准备金|||
长期借款||1,515,509,702.06|1,063,588,477.67
应付债券||412,406,996.84|408,491,005.82
其中：优先股|||
永续债|||
page|98
租赁负债||35,317,455.55|
长期应付款||48,985,826.72|236,030.69
长期应付职工薪酬|||
预计负债|||
递延收益||50,529,853.25|43,643,505.19
递延所得税负债||37,761,713.60|17,302,440.71
其他非流动负债|||
非流动负债合计||2,100,511,548.02|1,533,261,460.08
负债合计||9,714,493,799.12|9,917,985,818.52
所有者权益（或股东权益）：|||
实收资本（或股本）||852,869,750.00|858,782,308.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||2,479,408,293.12|2,398,908,981.28
减：库存股||242,065.62|605,164.05
其他综合收益||3,630,945.11|-3,939,386.45
专项储备|||
盈余公积||104,050,836.58|104,050,836.58
一般风险准备|||
未分配利润||314,129,155.01|221,756,168.65
归属于母公司所有者权益（或股东权益）合计||3,753,846,914.20|3,578,953,744.01
少数股东权益||574,462,869.81|373,151,983.20
所有者权益（或股东权益）合计||4,328,309,784.01|3,952,105,727.21
负债和所有者权益（或股东权益）总计||14,042,803,583.13|13,870,091,545.73
