page|80
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||28,477,440,745.66|26,730,426,331.93
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||13,001,697.02|11,804,852.11
收到其他与经营活动有关的现金||231,606,379.14|288,548,540.26
经营活动现金流入小计||28,722,048,821.82|27,030,779,724.30
购买商品、接受劳务支付的现金||16,119,434,988.54|13,992,984,691.51
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||1,434,506,703.44|1,199,926,771.99
支付的各项税费||2,918,968,171.88|2,957,262,971.66
支付其他与经营活动有关的现金||1,925,630,173.90|1,930,173,274.16
经营活动现金流出小计||22,398,540,037.76|20,080,347,709.32
经营活动产生的现金流量净额||6,323,508,784.06|6,950,432,014.98
page|81
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,117,500,000.00|7,085,000,000.00
取得投资收益收到的现金||171,948,332.69|192,620,212.18
处置固定资产、无形资产和其他长期资产收回的现金净额||16,932,832.96|1,620,103.97
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||604,105,724.81|416,016,728.16
投资活动现金流入小计||6,910,486,890.46|7,695,257,044.31
购建固定资产、无形资产和其他长期资产支付的现金||1,030,736,119.27|906,995,127.40
投资支付的现金||10,804,900,000.00|8,579,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||57,787,351.70
支付其他与投资活动有关的现金|||70,550,695.66
投资活动现金流出小计||11,835,636,119.27|9,614,833,174.76
投资活动产生的现金流量净额||-4,925,149,228.81|-1,919,576,130.45
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||142,600,000.00|107,200,000.00
收到其他与筹资活动有关的现金||442,500,000.00|
筹资活动现金流入小计||585,100,000.00|107,200,000.00
偿还债务支付的现金||130,600,000.00|130,700,000.00
分配股利、利润或偿付利息支付的现金||3,342,238,577.54|2,921,184,860.63
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||23,559,706.69|4,290,097.51
筹资活动现金流出小计||3,496,398,284.23|3,056,174,958.14
筹资活动产生的现金流量净额||-2,911,298,284.23|-2,948,974,958.14
四、汇率变动对现金及现金等价物的影响||-2,943,707.72|
五、现金及现金等价物净增加额||-1,515,882,436.70|2,081,880,926.39
加：期初现金及现金等价物余额||15,516,680,539.08|13,434,799,612.69
六、期末现金及现金等价物余额||14,000,798,102.38|15,516,680,539.08
