page|92
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||5,965,625,872.46|5,645,818,553.19
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||5,256,924.17|340,234.42
收到其他与经营活动有关的现金|七、78（1）|249,108,146.50|159,615,055.02
经营活动现金流入小计||6,219,990,943.13|5,805,773,842.63
购买商品、接受劳务支付的现金||3,388,979,564.34|3,390,833,490.85
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||706,980,384.95|630,073,260.91
支付的各项税费||576,260,457.90|462,507,623.90
支付其他与经营活动有关的现金|七、78（2）|373,867,322.26|406,506,393.13
经营活动现金流出小计||5,046,087,729.45|4,889,920,768.79
经 营 活动 产生 的 现金 流量净额||1,173,903,213.68|915,853,073.84
二、投资活动产生的现金流量：|||
page|93
收回投资收到的现金||10,616,234,822.42|12,636,852,250.98
取得投资收益收到的现金||283,270,833.37|302,077,440.59
处置固定资产、无形资产和其他长期资产收回的现金净额||128,002.82|6,332,877.82
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||10,899,633,658.61|12,945,262,569.39
购建固定资产、无形资产和其他长期资产支付的现金||281,647,887.72|115,403,079.33
投资支付的现金||10,183,000,000.00|11,337,630,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||10,464,647,887.72|11,453,033,079.33
投 资 活动 产生 的 现金 流量净额||434,985,770.89|1,492,229,490.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||136,754,000.00
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,645,342,052.14|1,256,455,204.48
收到其他与筹资活动有关的现金|七、78（5）|280,000,000.00|
筹资活动现金流入小计||1,925,342,052.14|1,393,209,204.48
偿还债务支付的现金||1,310,962,285.23|595,273,711.63
分配股利、利润或偿付利息支付的现金||433,172,588.53|401,819,821.49
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||21,276,500.00|0.00
筹资活动现金流出小计||1,765,411,373.76|997,093,533.12
筹 资 活动 产生 的 现金 流量净额||159,930,678.38|396,115,671.36
四、汇率变动对现金及现金等价物的影响||-1,468,379.68|11,350,226.00
五、现金及现金等价物净增加额||1,767,351,283.27|2,815,548,461.26
加：期初现金及现金等价物余额||3,946,223,216.38|1,130,674,755.12
六、期末现金及现金等价物余额||5,713,574,499.65|3,946,223,216.38
