page|88
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|8,064,929,035.08|7,303,968,264.07
其中：营业收入|七、61|8,064,929,035.08|7,303,968,264.07
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||7,180,725,001.49|6,580,059,986.32
其中：营业成本|七、61|6,298,346,764.38|5,723,560,997.14
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|58,025,858.77|46,271,214.87
销售费用|七、63|207,508,717.25|230,290,062.23
管理费用|七、64|440,761,354.11|381,844,350.29
研发费用|七、65|310,604,039.37|254,809,547.24
财务费用|七、66|-134,521,732.39|-56,716,185.45
其中：利息费用||60,361,155.07|38,786,261.44
利息收入||184,945,007.90|90,752,923.17
加：其他收益|七、67|32,414,711.70|25,754,508.45
投资收益（损失以“－”号填列）|七、68|160,474,374.71|272,406,561.79
其中：对联营企业和合营企业的投资收益||-52,353,637.74|-5,842,131.41
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|-73,932,407.32|8,856,769.63
信用减值损失（损失以“-”号填列）|七、71|60,898,662.32|-168,433,651.72
资产减值损失（损失以“-”号填列）|七、72|-128,093,568.47|-60,663,299.34
资产处置收益（损失以“－”号填列）|七、73|322,520.07|4,008,170.33
三、营业利润（亏损以“－”号填列）||936,288,326.60|805,837,336.89
加：营业外收入|七、74|20,487,071.88|23,978,623.08
减：营业外支出|七、75|13,651,940.95|4,978,668.50
四、利润总额（亏损总额以“－”号填列）||943,123,457.53|824,837,291.47
page|89
减：所得税费用|七、76|199,975,677.72|153,532,245.26
五、净利润（净亏损以“－”号填列）||743,147,779.81|671,305,046.21
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||743,147,779.81|671,305,046.21
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||684,860,890.29|603,138,697.13
2.少数股东损益（净亏损以“-”号填列）||58,286,889.52|68,166,349.08
六、其他综合收益的税后净额||-75,777,577.84|-10,718,183.91
（一）归属母公司所有者的其他综合收益的税后净额||-74,951,708.54|-10,779,134.38
1．不能重分类进损益的其他综合收益||-66,786,357.56|-12,724,489.58
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-66,786,357.56|-12,724,489.58
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-8,165,350.98|1,945,355.20
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-8,165,350.98|1,945,355.20
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||-825,869.30|60,950.47
七、综合收益总额||667,370,201.97|660,586,862.30
（一）归属于母公司所有者的综合收益总额||609,909,181.75|592,359,562.75
（二）归属于少数股东的综合收益总额||57,461,020.22|68,227,299.55
八、每股收益：|||
（一）基本每股收益(元/股)||0.4115|0.3625
（二）稀释每股收益(元/股)||0.4085|0.3617
