page|77
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|六、（一）|1,567,234,539.30|1,350,653,600.95
结算备付金|||
拆出资金|||
交易性金融资产|六、（二）|98,072,263.85|41,699,176.52
衍生金融资产|||
应收票据|六、（三）|2,548,881.16|3,439,888.40
应收账款|六、（四）|1,574,008,292.94|1,705,619,965.26
应收款项融资|六、（五）|109,318,674.65|38,955,702.17
预付款项|六、（六）|170,877,886.54|115,260,489.62
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|六、（七）|181,235,567.16|163,036,787.16
其中：应收利息|||
应收股利|六、（七）|48,261,467.82|31,278,450.52
买入返售金融资产|||
存货|六、（八）|2,305,729,548.54|2,342,347,234.67
合同资产|六、（九）|74,316,915.93|
持有待售资产|||
一年内到期的非流动资产|六、（十）|11,524,969.90|3,169,417.26
其他流动资产|六、（十一）|82,337,183.34|62,905,558.87
流动资产合计||6,177,204,723.31|5,827,087,820.88
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|六、（十二）|28,916,805.04|2,563,207.49
长期股权投资|六、（十三）|1,533,621,062.06|1,501,669,647.20
其他权益工具投资|六、（十四）|117,526,596.21|332,651,275.08
其他非流动金融资产|六、（十五）|33,226,277.64|18,000,000.00
投资性房地产|六、（十六）|350,543,945.57|310,024,515.19
固定资产|六、（十七）|2,169,140,078.67|2,171,562,304.23
在建工程|六、（十八）|122,967,708.15|299,288,052.55
生产性生物资产|||
油气资产|||
使用权资产|六、（十九）|104,357,861.58|
无形资产|六、（二十）|461,254,432.98|523,451,019.92
开发支出|||
商誉|六、（二十一）|268,758,873.76|268,758,873.76
长期待摊费用|六、（二十二）|148,625,637.39|157,378,729.16
递延所得税资产|六、（二十三）|69,664,744.97|111,038,318.05
page|78
其他非流动资产|六、（二十四）|28,084,908.67|30,374,455.30
非流动资产合计||5,436,688,932.69|5,726,760,397.93
资产总计||11,613,893,656.00|11,553,848,218.81
流动负债：|||
短期借款|六、（二十五）|926,386,679.25|1,811,538,985.18
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|六、（二十六）|528,127,216.52|296,246,465.73
应付账款|六、（二十七）|1,664,612,362.99|1,668,031,703.27
预收款项|||
合同负债|六、（二十八）|1,761,231,170.04|1,400,351,780.48
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|六、（二十九）|253,619,897.45|156,166,562.94
应交税费|六、（三十）|121,471,639.99|127,847,026.85
其他应付款|六、（三十一）|363,772,879.30|393,135,045.56
其中：应付利息|六、（三十一）|50,548.26|
应付股利|六、（三十一）|40,830,018.41|40,818,334.21
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|六、（三十二）|111,663,421.53|35,048,846.46
其他流动负债|六、（三十三）|290,016,937.35|176,766,546.28
流动负债合计||6,020,902,204.42|6,065,132,962.75
非流动负债：|||
保险合同准备金|||
长期借款|六、（三十四）|58,661,986.78|412,748,358.09
应付债券|||
其中：优先股|||
永续债|||
租赁负债|六、（三十五）|89,771,861.90|
长期应付款|||627,692.52
长期应付职工薪酬|||
预计负债|六、（三十六）|6,400,000.00|10,650,000.00
递延收益|六、（三十七）|53,686,029.39|104,191,521.40
递延所得税负债|六、（二十三）|116,042,003.59|102,429,767.58
其他非流动负债|||
非流动负债合计||324,561,881.66|630,647,339.59
负债合计||6,345,464,086.08|6,695,780,302.34
所有者权益（或股东权益）：|||
实收资本（或股本）|六、（三十八）|406,428,091.00|406,428,091.00
其他权益工具|||
其中：优先股|||
永续债|||
page|79
资本公积|六、（三十九）|1,667,053,713.06|1,671,603,943.87
减：库存股|||
其他综合收益|六、（四十）|-5,717,770.41|-3,932,694.94
专项储备|六、（四十一）|9,194,733.56|7,806,302.49
盈余公积|六、（四十二）|202,770,989.00|159,690,245.90
一般风险准备|||
未分配利润|六、（四十三）|2,634,984,512.83|2,142,952,300.99
归属于母公司所有者权益（或股东权益）合计||4,914,714,269.04|4,384,548,189.31
少数股东权益||353,715,300.88|473,519,727.16
所有者权益（或股东权益）合计||5,268,429,569.92|4,858,067,916.47
负债和所有者权益（或股东权益）总计||11,613,893,656.00|11,553,848,218.81
