page|83
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||958,586,231.52|1,351,553,981.39
客户存款和同业存放款项净增加额|||
page|84
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||22,158,956.11|29,442,056.59
收到其他与经营活动有关的现金|附注七、78|5,587,094.74|13,214,477.63
经营活动现金流入小计||986,332,282.37|1,394,210,515.61
购买商品、接受劳务支付的现金||678,598,088.58|822,726,871.14
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||227,410,803.35|268,978,316.79
支付的各项税费||19,311,166.85|18,007,030.27
支付其他与经营活动有关的现金||67,415,400.23|72,213,606.33
经营活动现金流出小计||992,735,459.01|1,181,925,824.53
经营活动产生的现金流量净额||-6,403,176.64|212,284,691.08
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||6,967,128.48|
处置固定资产、无形资产和其他长期资产收回的现金净额||620,292.13|2,102,118.93
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||40,744,596.23|442,059.32
投资活动现金流入小计||48,332,016.84|2,544,178.25
取得子公司及其他营业单位支付的现金净额|||5,236,548.95
购建固定资产、无形资产和其他长期资产支付的现金||55,811,995.27|63,283,120.85
投资支付的现金|||
质押贷款净增加额|||
支付其他与投资活动有关的现金|附注七、78|474,200,500.00|5,386,416.97
投资活动现金流出小计||530,012,495.27|73,906,086.77
投资活动产生的现金流量净额||-481,680,478.43|-71,361,908.52
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||554,872,850.90|
page|85
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||3,218,402.38|2,732,203.03
收到其他与筹资活动有关的现金|附注七、78||
筹资活动现金流入小计||558,091,253.28|2,732,203.03
偿还债务支付的现金||2,365,882.03|4,869,015.32
分配股利、利润或偿付利息支付的现金||149,678.37|659,304.74
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||15,223,998.85|6,370,736.30
筹资活动现金流出小计||17,739,559.25|11,899,056.36
筹资活动产生的现金流量净额||540,351,694.03|-9,166,853.33
四、汇率变动对现金及现金等价物的影响||-10,917,390.80|2,530,967.70
五、现金及现金等价物净增加额||41,350,648.16|134,286,896.93
加：期初现金及现金等价物余额||251,695,596.76|117,408,699.83
六、期末现金及现金等价物余额||293,046,244.92|251,695,596.76
