page|92
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|70,574,309.58|51,860,707.30
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|7,167,448.00|
应收账款|七、5|100,856,176.43|78,401,919.09
应收款项融资|七、6||6,859,810.00
预付款项|七、7|3,372,236.51|372,432.76
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七 、8|954,870.39|706,433.25
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|57,854,347.63|49,774,301.27
合同资产|七、10|3,913,272.01|4,918,537.70
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、13|2,169.27|5,828.66
流动资产合计||244,694,829.82|192,899,970.03
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|5,042,801.81|4,301,873.70
在建工程|七 、22|292,163.52|
生产性生物资产|||
油气资产|||
使用权资产|七、25|495,961.01|
无形资产|七、26|6,206,927.33|1,813,189.52
开发支出|||
商誉|||
长期待摊费用|七、29|46,649.06|142,229.10
递延所得税资产|七、30|2,347,865.46|1,535,596.93
page|93
其他非流动资产|七、31|2,129,292.55|1,413,863.23
非流动资产合计||16,561,660.74|9,206,752.48
资产总计||261,256,490.56|202,106,722.51
流动负债：|||
短期借款|七、32|20,025,055.56|10,011,798.63
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、35||2,000,000.00
应付账款|七、36|31,680,133.90|29,019,792.10
预收款项|||
合同负债|七、38|930,746.00|5,339,395.53
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|10,264,801.24|10,202,438.09
应交税费|七、40|10,932,707.55|11,275,615.39
其他应付款|七、41|93,060.26|98,383.66
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|438,686.31|
其他流动负债|七、44|6,395,082.61|3,486,190.52
流动负债合计||80,760,273.43|71,433,613.92
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47||
长期应付款|||
长期应付职工薪酬|||
预计负债|七、50|313,268.15|501,434.07
递延收益|||
递延所得税负债|||
其他非流动负债|||
非流动负债合计||313,268.15|501,434.07
负债合计||81,073,541.58|71,935,047.99
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|63,000,000.00|63,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
page|94
资本公积|七、55|6,601,274.46|6,601,274.46
减：库存股|||
其他综合收益|七、57||704,706.10
专项储备|||
盈余公积|七、59|16,993,526.76|11,948,936.81
一般风险准备|||
未分配利润|七、60|93,588,147.76|47,916,757.15
归属于母公司所有者权益（或股东权益）合计||180,182,948.98|130,171,674.52
少数股东权益|||
所有者权益（或股东权益）合计||180,182,948.98|130,171,674.52
负债和所有者权益（或股东权益）总计||261,256,490.56|202,106,722.51
