page|88
项目|附注|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：|||
货币资金|七、1|701,641,505.13|335,986,707.25
结算备付金|||
page|89
拆出资金|||
交易性金融资产|七、2|50,892,314.06|
以公允价值计量且其变动计入当期损益的金融资产|||
衍生金融资产|||
应收票据|||160,305,720.62
应收账款|七、5|873,287,552.71|835,391,211.57
应收款项融资|七、6|165,339,420.18|
预付款项|七、7|12,211,106.04|10,840,747.06
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|47,697,456.12|32,037,119.47
其中：应收利息|||362,175.32
应收股利|||
买入返售金融资产|||
存货|七、9|382,142,904.34|297,132,357.96
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|七、12|93,033,206.24|205,210,261.55
流动资产合计||2,326,245,464.82|1,876,904,125.48
非流动资产：|||
发放贷款和垫款|||
债权投资|||
可供出售金融资产|||111,703,552.44
其他债权投资|||
持有至到期投资|||
长期应收款|七、15|145,976.68|145,976.68
长期股权投资|七、16|1,975,002.66|
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|七、19|82,135,218.61|11,227,921.75
固定资产|七、20|332,294,987.17|401,105,091.07
page|90
在建工程|七、21|215,566.04|237,917.68
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、25|75,403,156.17|97,640,365.62
开发支出|||
商誉|||
长期待摊费用|七、28|3,725,001.96|
递延所得税资产|七、29|32,436,214.76|28,630,245.13
其他非流动资产|七、30|6,700,943.73|5,543,381.62
非流动资产合计||535,032,067.78|656,234,451.99
资产总计||2,861,277,532.60|2,533,138,577.47
流动负债：|||
短期借款|七、31|2,300,000.00|3,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
以公允价值计量且其变动计入当期损益的金融负债|||
衍生金融负债|||
应付票据|七、34|171,295,716.58|97,207,269.66
应付账款|七、35|238,762,435.22|198,561,470.39
预收款项|七、36|86,451,661.96|46,635,685.86
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、37|34,108,858.13|29,361,340.93
应交税费|七、38|58,378,735.11|93,998,848.33
其他应付款|七、39|720,683,346.05|579,129,977.55
其中：应付利息||50,345.06|
应付股利|||
应付手续费及佣金|||
page|91
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、41|735,134.49|
其他流动负债|||
流动负债合计||1,312,715,887.54|1,047,894,592.72
非流动负债：|||
保险合同准备金|||
长期借款|七、43|587,466.24|
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、46|14,805,504.00|15,422,400.00
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债||35,841.10|
其他非流动负债|||
非流动负债合计||15,428,811.34|15,422,400.00
负债合计||1,328,144,698.88|1,063,316,992.72
所有者权益（或股东权益）：|||
实收资本（或股本）|七、51|337,190,000.00|331,070,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、53|696,192,105.14|671,169,210.14
减：库存股|七、54|29,376,000.00|
其他综合收益|七、55|878,559.04|1,401,966.81
专项储备|七、56||
盈余公积|七、57|120,771,801.49|101,876,695.66
一般风险准备|||
未分配利润|七、58|376,997,883.10|337,329,493.60
归属于母公司所有者权益||1,502,654,348.77|1,442,847,366.21
page|92
（或股东权益）合计|||
少数股东权益||30,478,484.95|26,974,218.54
所有者权益（或股东权益）合计||1,533,132,833.72|1,469,821,584.75
负债和所有者权益（或股东权益）总计||2,861,277,532.60|2,533,138,577.47
