page|57
项目|附注|2020 年度|2019 年度
一、营业总收入||3,142,651,055.06|9,944,022,277.67
其中：营业收入|五、33|3,142,651,055.06|9,944,022,277.67
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||3,212,111,643.64|9,361,755,438.51
其中：营业成本|五、33|2,237,864,784.61|7,562,531,875.41
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、34|57,623,230.53|76,014,369.84
销售费用|五、35|368,016,598.66|891,519,158.01
管理费用|五、36|552,402,092.75|822,582,107.82
研发费用|||
财务费用|五、37|-3,795,062.91|9,107,927.43
其中：利息费用|五、37|8,278,769.88|7,082,495.18
利息收入|五、37|34,988,189.44|39,175,250.09
加：其他收益|五、38|14,089,494.70|6,112,505.51
投资收益（损失以“－”号填列）|五、39|30,600,263.33|24,214,811.23
其中：对联营企业和合营企业的投资收益|五、39|11,986,511.41|1,822,775.25
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|五、40|41,029,267.87|55,860,064.12
信用减值损失（损失以“-”号填列）|五、41|-284,929.87|287,787.77
资产减值损失（损失以“-”号填列）|五、42|-79,512.89|
资产处置收益（损失以“－”号填列）|五、43||-62,596.18
三、营业利润（亏损以“－”号填列）||15,893,994.56|668,679,411.61
加：营业外收入|五、44|17,782,337.47|7,935,642.04
减：营业外支出|五、45|67,410,934.86|6,776,579.68
四、利润总额（亏损总额以“－”号||-33,734,602.83|669,838,473.97
page|58
填列）|||
减：所得税费用|五、46|1,051,441.11|175,112,298.62
五、净利润（净亏损以“－”号填列）||-34,786,043.94|494,726,175.35
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-34,786,043.94|494,726,175.35
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-34,026,937.44|397,619,837.14
2.少数股东损益（净亏损以“-”号填列）||-759,106.50|97,106,338.21
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-34,786,043.94|494,726,175.35
（一）归属于母公司所有者的综合收益总额||-34,026,937.44|397,619,837.14
（二）归属于少数股东的综合收益总额||-759,106.50|97,106,338.21
八、每股收益：|||
（一）基本每股收益(元/股)|十四、2|-0.052|0.604
（二）稀释每股收益(元/股)|||
