page|83
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|422,203,703.74|413,922,396.46
结算备付金||
拆出资金||
交易性金融资产|204,443,023.21|322,481,123.31
page|84
衍生金融资产||
应收票据||
应收账款|130,597,485.60|134,908,765.14
应收款项融资||
预付款项|101,104,189.91|220,767,861.54
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|165,812,334.34|197,037,932.75
其中：应收利息||
应收股利||
买入返售金融资产||
存货|15,220,977.02|18,627,796.77
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|98,574,717.20|79,888,124.68
流动资产合计|1,137,956,431.02|1,387,634,000.65
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|15,643,807.33|18,107,361.64
其他权益工具投资|185,965,428.87|156,165,428.87
其他非流动金融资产||
投资性房地产||
固定资产|664,697,916.10|765,242,251.10
在建工程|76,736,485.41|181,048,394.77
生产性生物资产||
油气资产||
使用权资产||
无形资产|22,955,289.96|25,679,329.73
开发支出||
page|85
商誉||
长期待摊费用|540,592,432.76|552,079,613.11
递延所得税资产|11,533,900.99|5,946,833.69
其他非流动资产|7,572,368.05|21,406,420.63
非流动资产合计|1,525,697,629.47|1,725,675,633.54
资产总计|2,663,654,060.49|3,113,309,634.19
流动负债：||
短期借款|107,930,822.02|200,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|16,719,052.55|27,582,552.16
应付账款|275,934,694.78|301,150,734.23
预收款项|3,102,053.48|317,164,397.75
合同负债|297,133,028.61|0.00
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|15,220,695.14|31,108,713.71
应交税费|13,760,914.73|26,796,616.47
其他应付款|30,396,119.60|30,678,759.12
其中：应付利息||
应付股利|69,283.88|38,114.00
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|46,157,382.00|0.00
其他流动负债||
流动负债合计|806,354,762.91|934,481,773.44
非流动负债：||
保险合同准备金||
长期借款|220,058,000.00|0.00
page|86
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债||
递延收益|175,382,214.74|194,717,937.54
递延所得税负债||
其他非流动负债||
非流动负债合计|395,440,214.74|194,717,937.54
负债合计|1,201,794,977.65|1,129,199,710.98
所有者权益：||
股本|376,320,000.00|268,800,000.00
其他权益工具||
其中：优先股||
永续债||
资本公积|577,264,216.18|684,784,216.18
减：库存股||0.00
其他综合收益|677,696.02|-237,892.54
专项储备||
盈余公积|132,112,307.23|129,043,819.14
一般风险准备||
未分配利润|369,086,807.31|891,732,582.38
归属于母公司所有者权益合计|1,455,461,026.74|1,974,122,725.16
少数股东权益|6,398,056.10|9,987,198.05
所有者权益合计|1,461,859,082.84|1,984,109,923.21
负债和所有者权益总计|2,663,654,060.49|3,113,309,634.19
