page|82
项目|附注|2020 年度|2019 年度
一、营业总收入||5,076,800,822.64|6,386,265,797.93
其中：营业收入|附注七、40|5,076,800,822.64|6,386,265,797.93
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||5,151,024,986.88|4,758,962,736.98
其中：营业成本|附注七、40|3,431,889,146.06|2,859,003,500.13
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|附注七、41|145,356,707.90|186,813,069.58
销售费用|附注七、42|17,671,876.53|30,292,807.28
管理费用|附注七、43|142,546,665.03|146,298,647.44
研发费用|附注七、44|2,447,126.04|-
财务费用|附注七、45|1,411,113,465.32|1,536,554,712.55
其中：利息费用||1,442,294,231.72|1,558,655,149.61
利息收入||20,478,307.20|25,540,604.30
加：其他收益|附注七、46|104,928,750.37|86,218,022.90
投资收益（损失以“－”号填列）|附注七、47|241,446,340.14|252,595,478.62
其中：对联营企业和合营企业的投资收益||246,527,778.09|233,858,772.88
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|附注七、48|16,737,259.26|-4,491,516.91
page|83
资产减值损失（损失以“-”号填列）|附注七、49|-5,011,710.76|-29,157,198.60
|资产处置收益（损失以“－”号填列）  附注七、50|1,699,624.98|-21,660,841.01
三、营业利润（亏损以“－”号填列）||285,576,099.75|1,910,807,005.95
加：营业外收入|附注七、51|15,256,564.28|21,224,464.95
减：营业外支出|附注七、52|13,561,230.68|8,040,992.80
四、利润总额（亏损总额以“－”号填列）||287,271,433.35|1,923,990,478.10
减：所得税费用||41,819,742.70|456,202,976.60
五、净利润（净亏损以“－”号填列）||245,451,690.65|1,467,787,501.50
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||245,451,690.65|1,468,611,439.32
2.终止经营净利润（净亏损以“－”号填列）|||-823,937.82
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||242,399,645.74|1,460,148,730.75
2.少数股东损益（净亏损以“-”号填列）||3,052,044.91|7,638,770.75
六、其他综合收益的税后净额||-228,360,826.28|-132,946,514.54
（一）归属母公司所有者的其他综合收益的税后净额||-228,360,826.28|-132,946,514.54
1．不能重分类进损益的其他综合收益||-216,950,533.37|-145,935,116.24
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益||-195,864,402.61|
（3）其他权益工具投资公允价值变动||-21,086,130.76|-145,935,116.24
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-11,410,292.91|12,988,601.70
（1）权益法下可转损益的其他综合收益||-11,410,292.91|12,988,601.70
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||17,090,864.37|1,334,840,986.96
（一）归属于母公司所有者的综合收益总额||14,038,819.46|1,327,202,216.21
（二）归属于少数股东的综合收益总额||3,052,044.91|7,638,770.75
八、每股收益：|||
（一）基本每股收益(元/股)||0.0619|0.5725
（二）稀释每股收益(元/股)||0.0619|0.5725
