page|136
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|1,332,245,108.54|1,197,188,539.84
结算备付金||
拆出资金||
交易性金融资产||
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|24,138,639.15|151,302,680.14
应收账款|1,837,690,237.20|1,732,344,399.96
应收款项融资|92,295,254.32|
预付款项|48,156,777.23|76,648,478.12
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|122,920,439.40|83,099,674.06
其中：应收利息||395,684.93
应收股利||
买入返售金融资产||
存货|715,810,472.72|587,005,331.84
合同资产||
持有待售资产|9,785,467.89|
一年内到期的非流动资产|300,099,737.43|332,592,512.24
其他流动资产|95,615,110.00|122,343,890.49
流动资产合计|4,578,757,243.88|4,282,525,506.69
非流动资产：||
发放贷款和垫款||
page|137
债权投资||
可供出售金融资产||32,486,160.21
其他债权投资||
持有至到期投资||
长期应收款|1,842,011,488.31|1,782,202,740.51
长期股权投资|73,764,654.96|83,576,187.25
其他权益工具投资|30,969,855.86|
其他非流动金融资产||
投资性房地产|44,031,365.99|55,242,445.16
固定资产|172,925,259.85|157,896,153.14
在建工程|48,170,240.57|26,410,710.78
生产性生物资产||
油气资产||
使用权资产||
无形资产|148,681,049.56|52,977,165.28
开发支出|73,198,753.15|51,250,585.57
商誉|717,963,813.74|1,742,442,323.10
长期待摊费用|8,403,015.30|7,479,835.29
递延所得税资产|97,580,906.45|72,446,181.49
其他非流动资产|8,432,083.90|3,252,596.28
非流动资产合计|3,266,132,487.64|4,067,663,084.06
资产总计|7,844,889,731.52|8,350,188,590.75
流动负债：||
短期借款|414,920,951.40|150,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|416,249,727.97|249,355,751.53
应付账款|1,457,170,242.74|1,456,030,432.09
预收款项|98,495,587.16|62,069,548.57
合同负债||
卖出回购金融资产款||
page|138
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|149,736,554.59|160,360,035.66
应交税费|35,312,914.35|62,749,576.49
其他应付款|180,381,143.02|306,686,704.51
其中：应付利息||
应付股利|449,024.55|449,024.55
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|71,677,152.20|25,519,149.46
其他流动负债|83,377,258.01|73,680,471.27
流动负债合计|2,907,321,531.44|2,396,601,669.58
非流动负债：||
保险合同准备金||
长期借款|87,820,000.00|
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款|30,901,317.42|
长期应付职工薪酬||
预计负债|630,054.36|3,689,928.76
递延收益||1,500,000.00
递延所得税负债|101,472,360.36|110,282,116.73
其他非流动负债|166,562,963.98|159,211,410.86
非流动负债合计|387,386,696.12|274,683,456.35
负债合计|3,294,708,227.56|2,671,285,125.93
所有者权益：||
股本|1,763,253,048.00|1,764,493,329.00
其他权益工具||
其中：优先股||
永续债||
page|139
资本公积|2,595,556,843.05|2,588,527,082.52
减：库存股|191,598,844.20|282,016,298.20
其他综合收益|-5,219,544.91|1,022,483.45
专项储备||
盈余公积|124,743,378.30|123,723,133.89
一般风险准备||
未分配利润|188,282,962.45|1,399,960,432.74
归属于母公司所有者权益合计|4,475,017,842.69|5,595,710,163.40
少数股东权益|75,163,661.27|83,193,301.42
所有者权益合计|4,550,181,503.96|5,678,903,464.82
负债和所有者权益总计|7,844,889,731.52|8,350,188,590.75
