page|123
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|||395,686,543,143.73   309,043,065,944.60
收到的税费返还||1,359,973,818.87|1,314,391,016.02
page|124
项目|附注|2019年度|2018年度
收到其他与经营活动有关的现金|七、64|44,853,951,483.33|12,770,498,009.80
经营活动现金流入小计|||441,900,468,445.93   323,127,954,970.42
购买商品、接受劳务支付的现金|||363,337,781,334.42   290,616,851,299.10
支付给职工及为职工支付的现金||4,017,347,262.77|3,356,874,610.36
支付的各项税费||9,436,356,868.75|7,955,054,226.99
支付其他与经营活动有关的现金|七、64|53,893,917,582.14|16,418,909,534.52
经营活动现金流出小计|||430,685,403,048.08   318,347,689,670.97
经营活动产生的现金流量净额||11,215,065,397.85|4,780,265,299.45
二、投资活动产生的现金流量：|||
收回投资收到的现金||6,390,292,784.21|32,923,450,416.19
取得投资收益收到的现金||368,651,695.03|795,880,364.88
处置固定资产、无形资产和其他长期资产收回的现金净额||184,372,318.15|360,863,572.81
处置子公司及其他营业单位收到的现金净额||2,949,966.62|215,354,525.09
收到其他与投资活动有关的现金|七、64|7,980,937,617.18|6,423,035,396.51
投资活动现金流入小计||14,927,204,381.19|40,718,584,275.48
购建固定资产、无形资产和其他长期资产支付的现金||725,760,280.44|524,130,658.29
投资支付的现金||9,513,186,429.27|27,610,091,874.88
取得子公司及其他营业单位支付的现金净额||2,718,914.86|977,314,785.73
支付其他与投资活动有关的现金|七、64|15,382,338,917.42|7,347,016,453.39
投资活动现金流出小计||25,624,004,541.99|36,458,553,772.29
投资活动产生的现金流量净额||-10,696,800,160.80|4,260,030,503.19
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||7,021,681,562.49|3,611,665,962.75
其中：子公司吸收少数股东投资收到的现金||6,454,210,029.69|3,609,221,178.21
取得借款收到的现金||95,000,816,323.19|66,549,915,501.46
收到其他与筹资活动有关的现金|七、64|10,987,114,706.73|11,463,383,426.12
筹资活动现金流入小计||113,009,612,592.41|81,624,964,890.33
偿还债务支付的现金||76,612,989,184.59|67,846,199,065.04
分配股利、利润或偿付利息支付的现金||7,140,516,303.57|5,270,675,816.34
其中：子公司支付给少数股东的股利、利润||1,507,078,008.34|727,461,288.28
page|125
项目|附注|2019年度|2018年度
支付其他与筹资活动有关的现金|七、64|19,688,168,382.56|12,453,852,271.58
筹资活动现金流出小计||103,441,673,870.72|85,570,727,152.96
筹资活动产生的现金流量净额||9,567,938,721.69|-3,945,762,262.63
四、汇率变动对现金及现金等价物的影响||149,890,851.08|137,329,252.26
五、现金及现金等价物净增加额||10,236,094,809.82|5,231,862,792.27
加：期初现金及现金等价物余额|七、65|18,912,033,998.73|13,680,171,206.46
六、期末现金及现金等价物余额|七、65|29,148,128,808.55|18,912,033,998.73
