page|64
项目|附注|2019 年度|2018 年度
一、营业总收入|七、59|5,591,345,602.68|5,267,051,915.04
其中：营业收入||5,591,345,602.68|5,267,051,915.04
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||4,826,373,245.02|4,593,515,425.87
其中：营业成本|七、59|4,221,091,714.91|4,116,386,478.38
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、60|214,781,383.83|125,917,394.44
销售费用|七、61|180,996,429.56|136,497,439.47
管理费用|七、62|172,012,315.24|167,927,519.65
研发费用|||
财务费用|七、64|37,491,401.48|46,786,593.93
其中：利息费用||47,307,039.85|58,065,429.32
利息收入||20,451,366.47|22,104,425.79
加：其他收益|七、65|1,345,249.77|727,172.20
投资收益（损失以“－”号填列）|七、66|-10,598,131.18|-985,160.86
其中：对联营企业和合营企业的投资收益||-10,662,984.11|-1,128,099.85
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、69|-19,011,167.98|
资产减值损失（损失以“-”号填列）|七、70|-33,418,162.56|-84,214,937.40
资产处置收益（损失以“－”号填列）|七、71|480,651.32|
page|65
三、营业利润（亏损以“－”号填列）||703,770,797.03|589,063,563.11
加：营业外收入|七、72|16,521,614.17|684,752.25
减：营业外支出|七、73|6,560,509.66|2,487,767.59
四、利润总额（亏损总额以“－”号填列）||713,731,901.54|587,260,547.77
减：所得税费用|七、74|302,030,104.17|186,515,175.54
五、净利润（净亏损以“－”号填列）||411,701,797.37|400,745,372.23
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||411,701,797.37|400,745,372.23
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||424,058,993.27|420,414,804.14
2.少数股东损益（净亏损以“-”号填列）||-12,357,195.90|-19,669,431.91
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||411,701,797.37|400,745,372.23
（一）归属于母公司所有者的综合收益总额||424,058,993.27|420,414,804.14
（二）归属于少数股东的综合收益总额||-12,357,195.90|-19,669,431.91
八、每股收益：|||
（一）基本每股收益(元/股)||0.4907|0.4865
（二）稀释每股收益(元/股)||0.4907|0.4865
