page|67
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||7,489,543,495.07|5,811,540,044.59
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金|七、76|1,084,052,064.71|2,362,474,236.77
经营活动现金流入小计||8,573,595,559.78|8,174,014,281.36
购买商品、接受劳务支付的现金||6,272,892,099.72|4,649,365,307.30
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||328,108,233.29|251,988,011.28
支付的各项税费||653,757,209.28|779,874,565.42
支付其他与经营活动有关的现金|七、76|747,733,415.97|1,622,707,755.43
经营活动现金流出小计||8,002,490,958.26|7,303,935,639.43
经营活动产生的现金流量净额||571,104,601.52|870,078,641.93
二、投资活动产生的现金流量：|||
收回投资收到的现金||3,900,000.00|3,300,000.00
取得投资收益收到的现金||121,565.83|74,509.67
处置固定资产、无形资产和其他长期资产收回的现金净额||3,806.46|4,966.11
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
page|68
投资活动现金流入小计||4,025,372.29|3,379,475.78
购建固定资产、无形资产和其他长期资产支付的现金||9,544,515.54|9,567,861.85
投资支付的现金||96,554,233.16|171,732,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|七、77|798,238,386.58|
支付其他与投资活动有关的现金|||
投资活动现金流出小计||904,337,135.28|181,299,861.85
投资活动产生的现金流量净额||-900,311,762.99|-177,920,386.07
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||291,190,000.00|19,800,000.00
其中：子公司吸收少数股东投资收到的现金||291,190,000.00|19,800,000.00
取得借款收到的现金||8,754,900,000.00|4,288,600,000.00
收到其他与筹资活动有关的现金|七、76|411,158,565.00|4,400,000.00
筹资活动现金流入小计||9,457,248,565.00|4,312,800,000.00
偿还债务支付的现金||5,894,040,000.00|4,839,037,200.00
分配股利、利润或偿付利息支付的现金||910,378,090.29|877,023,900.35
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、76|26,634,665.00|11,773,594.39
筹资活动现金流出小计||6,831,052,755.29|5,727,834,694.74
筹资活动产生的现金流量净额||2,626,195,809.71|-1,415,034,694.74
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||2,296,988,648.24|-722,876,438.88
加：期初现金及现金等价物余额||2,178,414,800.17|2,901,291,239.05
六、期末现金及现金等价物余额|七、76|4,475,403,448.41|2,178,414,800.17
