page|62
项目|附注|2021 年度|2020 年度
一、营业总收入||989,730,594.68|892,184,219.26
其中：营业收入|七、61|989,730,594.68|892,184,219.26
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||981,115,396.45|926,615,193.27
其中：营业成本|七、61|457,169,995.74|402,568,491.50
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|7,299,259.02|7,193,989.31
销售费用|七、63|491,815,715.76|446,152,177.53
管理费用|七、64|34,704,650.51|68,215,677.60
研发费用|七、65|588,540.46|4,362,225.73
财务费用|七、66|-10,462,765.04|-1,877,368.40
page|63
其中：利息费用||246,375.00|11.43
利息收入||11,233,710.35|2,337,038.07
加：其他收益|七、67|11,430,193.25|22,843,871.35
投资收益（损失以“－”号填列）|七、68|493,222.94|7,127,367.47
其中：对联营企业和合营企业的投资收益||35,765.68|-1,283,997.14
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|七、70|2,952,950.61|
|信用减值损失（损失以“-”号填列）  七、71|935,639.82|-3,949,541.65
|资产减值损失（损失以“-”号填列）  七、72|-29,270,556.83|-48,911,625.37
|资产处置收益（损失以“－”号填列）  七、73|34,768.70|-3,741,766.59
三、营业利润（亏损以“－”号填列）||-4,808,583.28|-61,062,668.80
加：营业外收入|七、74|57,911.71|1,315,871.02
减：营业外支出|七、75|1,686,961.91|1,015,295.44
四、利润总额（亏损总额以“－”号填列）||-6,437,633.48|-60,762,093.22
减：所得税费用|七、76|13,679,177.00|-10,397,411.70
五、净利润（净亏损以“－”号填列）||-20,116,810.48|-50,364,681.52
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-20,116,810.48|-50,364,681.52
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-20,095,351.08|-43,532,851.68
2.少数股东损益（净亏损以“-”号填列）||-21,459.40|-6,831,829.84
六、其他综合收益的税后净额||179,165.96|-201.36
（一）归属母公司所有者的其他综合收益的税后净额||179,165.96|-201.36
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||179,165.96|-201.36
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||179,165.96|-201.36
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
page|64
七、综合收益总额||-19,937,644.52|-50,364,882.88
（一）归属于母公司所有者的综合收益总额||-19,916,185.12|-43,533,053.04
（二）归属于少数股东的综合收益总额||-21,459.40|-6,831,829.84
八、每股收益：|||
（一）基本每股收益(元/股)||-0.092|-0.200
（二）稀释每股收益(元/股)||-0.092|-0.200
