page|71
项目|附注|2021 年度|2020 年度
一、营业总收入||1,235,046,858.04|1,116,277,268.22
其中：营业收入|注释 61|1,235,046,858.04|1,116,277,268.22
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,149,752,749.31|972,777,154.31
其中：营业成本|注释 61|928,794,172.28|747,279,906.82
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|注释 62|13,049,496.77|13,138,614.75
销售费用|注释 63|11,558,822.10|10,577,871.52
管理费用|注释 64|114,456,641.25|128,814,112.40
研发费用|注释 65|68,877,955.50|58,679,168.77
财务费用|注释 66|13,015,661.41|14,287,480.05
其中：利息费用||14,509,201.77|13,878,372.70
利息收入||2,264,083.04|2,128,055.06
加：其他收益|注释 67|12,868,882.01|16,584,480.99
投资收益（损失以“－”号填列）|注释 68|2,758,549.77|5,622,314.17
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|注释 71|-2,857,683.91|-385,243.82
资产减值损失（损失以“-”号填列）|注释 72|18,517,633.11|-8,832,592.84
资产处置收益（损失以“－”号填列）|注释 73|728,961.14|1,119,959.44
三、营业利润（亏损以“－”号填列）||117,310,450.85|157,609,031.85
加：营业外收入|注释 74|402,263.83|743,925.58
减：营业外支出|注释 75|7,220,355.03|1,711,254.08
四、利润总额（亏损总额以“－”号填列）||110,492,359.65|156,641,703.35
减：所得税费用|注释 76|4,022,478.95|7,931,439.32
page|72
五、净利润（净亏损以“－”号填列）||106,469,880.70|148,710,264.03
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||106,469,880.70|148,710,264.03
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||106,469,880.70|148,710,264.03
2.少数股东损益（净亏损以“-”号填列）|||
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||106,469,880.70|148,710,264.03
（一）归属于母公司所有者的综合收益总额||106,469,880.70|148,710,264.03
（二）归属于少数股东的综合收益总额|||
八、每股收益：|||
（一）基本每股收益(元/股)||0.1441|0.2012
（二）稀释每股收益(元/股)||0.1441|0.2012
