page|70
项目|附注|2019年度|2018年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||869,763,121.98|1,022,785,650.39
收到的税费返还||44,830,371.35|48,486,407.26
收到其他与经营活动有关的现金||63,120,302.91|65,544,084.65
经营活动现金流入小计||977,713,796.24|1,136,816,142.30
购买商品、接受劳务支付的现金||302,988,526.95|469,892,572.39
支付给职工及为职工支付的现金||155,888,585.36|141,150,815.75
支付的各项税费||106,218,979.59|168,709,613.93
支付其他与经营活动有关的现金||56,675,517.94|53,965,521.59
经营活动现金流出小计||621,771,609.84|833,718,523.66
经营活动产生的现金流量净额||355,942,186.40|303,097,618.64
二、投资活动产生的现金流量：|||
收回投资收到的现金||1,360,000,000.00|1,360,880,261.36
取得投资收益收到的现金||29,311,546.87|44,799,453.85
处置固定资产、无形资产和其他长期资产收回的现金净额||102,000.00|79,670.00
投资活动现金流入小计||1,389,413,546.87|1,405,759,385.21
购建固定资产、无形资产和其他长期资产支付的现金||38,132,961.77|15,899,808.10
投资支付的现金||1,459,003,700.00|1,276,840,000.00
page|71
投资活动现金流出小计||1,497,136,661.77|1,292,739,808.10
投资活动产生的现金流量净额||-107,723,114.90|113,019,577.11
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||19,771,040.00|
筹资活动现金流入小计||19,771,040.00|
分配股利、利润或偿付利息支付的现金||278,037,213.30|455,603,355.00
其中：子公司支付给少数股东的股利、利润||1,470,000.00|1,470,000.00
支付其他与筹资活动有关的现金|||500,000.00
筹资活动现金流出小计||278,037,213.30|456,103,355.00
筹资活动产生的现金流量净额||-258,266,173.30|-456,103,355.00
四、汇率变动对现金及现金等价物的影响||4,603.76|10,784.21
五、现金及现金等价物净增加额||-10,042,498.04|-39,975,375.04
加：期初现金及现金等价物余额||203,537,207.39|243,512,582.43
六、期末现金及现金等价物余额||193,494,709.35|203,537,207.39
