page|101
项目|附注|2019 年度|2018 年度
一、营业总收入||742,008,730.62|589,908,834.79
其中：营业收入|五、33|742,008,730.62|589,908,834.79
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||568,686,509.99|452,895,290.74
其中：营业成本|五、33|435,534,443.32|343,833,353.13
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|五、34|8,393,200.80|7,205,693.32
销售费用|五、35|26,451,107.85|21,617,967.52
管理费用|五、36|39,672,387.29|29,994,139.97
研发费用|五、37|39,416,824.11|31,844,035.14
财务费用|五、38|19,218,546.62|18,400,101.66
其中：利息费用|五、38|5,221,212.50|5,701,251.68
利息收入|五、38|2,097,433.20|457,257.34
加：其他收益|五、39|34,878,543.35|22,398,428.11
投资收益（损失以“－”号填列）|五、40|49,219,161.76|73,397,016.32
其中：对联营企业和合营企业的投资收益|五、40|48,624,871.67|73,397,016.32
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|五、41|1,695,851.67|
信用减值损失（损失以“-”号填列）|五、42|346,452.13|
资产减值损失（损失以“-”号填列）|五、43|-691,155.11|-26,741,616.45
资产处置收益（损失以“－”号填列）|五、44|45,595,608.71|7,163.40
三、营业利润（亏损以“－”号填列）||304,366,683.14|206,074,535.43
加：营业外收入|五、45|20,573,254.30|4,748,775.17
减：营业外支出|五、46|990,308.02|6,111,384.70
四、利润总额（亏损总额以“－”号填列）||323,949,629.42|204,711,925.90
page|102
减：所得税费用|五、47|45,492,151.39|21,518,521.62
五、净利润（净亏损以“－”号填列）||278,457,478.03|183,193,404.28
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||278,457,478.03|183,193,404.28
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||276,667,904.67|181,321,744.12
2.少数股东损益（净亏损以“-”号填列）||1,789,573.36|1,871,660.16
六、其他综合收益的税后净额|||
（一）归属母公司所有者的其他综合收益的税后净额|||
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益|||
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）可供出售金融资产公允价值变动损益|||
（4）金融资产重分类计入其他综合收益的金额|||
（5）持有至到期投资重分类为可供出售金融资产损益|||
（6）其他债权投资信用减值准备|||
（7）现金流量套期储备（现金流量套期损益的有效部分）|||
（8）外币财务报表折算差额|||
（9）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||278,457,478.03|183,193,404.28
（一）归属于母公司所有者的综合收益总额||276,667,904.67|181,321,744.12
（二）归属于少数股东的综合收益总额||1,789,573.36|1,871,660.16
八、每股收益：|||
page|103
（一）基本每股收益(元/股)|十六、1|1.07|0.72
（二）稀释每股收益(元/股)|十六、1|1.07|0.72
