page|73
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,547,301,350.78|7,167,139,127.87
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||839,238.37|3,664,669.01
收到其他与经营活动有关的现金|七、78.1|157,002,925.23|173,032,080.61
经营活动现金流入小计||4,705,143,514.38|7,343,835,877.49
购买商品、接受劳务支付的现金||2,910,393,808.28|4,091,403,462.42
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||626,798,562.04|590,160,223.58
支付的各项税费||326,493,152.67|873,262,966.64
支付其他与经营活动有关的现金|七、78.2|192,739,629.22|195,362,244.40
经营活动现金流出小计||4,056,425,152.21|5,750,188,897.04
经营活动产生的现金流量净额|七、79.1|648,718,362.17|1,593,646,980.45
二、投资活动产生的现金流量：|||
收回投资收到的现金|||172,213,548.62
取得投资收益收到的现金||137,649,189.17|322,072,548.80
处置固定资产、无形资产和其他长期资产收回的现金净额||25,978,704.45|914,699.44
处置子公司及其他营业单位收到的现金净额||4,216,972.79|
收到其他与投资活动有关的现金|||
投资活动现金流入小计||167,844,866.41|495,200,796.86
购建固定资产、无形资产和其他长期资产支付的现金||144,907,661.98|110,908,852.10
投资支付的现金|||84,802,601.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78.4|360,317,252.42|182,904,614.86
投资活动现金流出小计||505,224,914.40|378,616,067.96
投资活动产生的现金流量净额||-337,380,047.99|116,584,728.90
三、筹资活动产生的现金流量：|||
page|74
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||1,455,260,000.00|1,303,849,101.62
收到其他与筹资活动有关的现金|七、78.5|50,000,000.00|648,551,822.40
筹资活动现金流入小计||1,505,260,000.00|1,952,400,924.02
偿还债务支付的现金||1,154,000,000.00|2,357,367,785.44
分配股利、利润或偿付利息支付的现金||400,999,361.69|385,275,378.23
其中：子公司支付给少数股东的股利、利润||17,180,024.23|69,780,074.64
支付其他与筹资活动有关的现金|七、78.6|828,958,562.87|904,652,075.83
筹资活动现金流出小计||2,383,957,924.56|3,647,295,239.50
筹资活动产生的现金流量净额||-878,697,924.56|-1,694,894,315.48
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||-567,359,610.38|15,337,393.87
加：期初现金及现金等价物余额||3,382,144,857.97|3,366,807,464.10
六、期末现金及现金等价物余额||2,814,785,247.59|3,382,144,857.97
