page|60
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,021,868,530.97|1,103,662,056.75
客户存款和同业存放款项净增加额||7,546.08|
page|61
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||59,247,145.86|110,109,285.85
经营活动现金流入小计||1,081,123,222.91|1,213,771,342.60
购买商品、接受劳务支付的现金||224,919,578.31|908,409,509.65
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||73,700,460.21|75,515,136.49
支付的各项税费||440,739,353.92|132,254,042.60
支付其他与经营活动有关的现金||106,689,304.37|133,668,127.26
经营活动现金流出小计||846,048,696.81|1,249,846,816.00
经营活动产生的现金流量净额||235,074,526.10|-36,075,473.40
二、投资活动产生的现金流量：|||
收回投资收到的现金||431,622,240.51|400,000,000.00
取得投资收益收到的现金||11,571,171.74|13,514,809.43
处置固定资产、无形资产和其他长期资产收回的现金净额||5,942,068.27|600,272.34
处置子公司及其他营业单位收到的现金净额||20,000,000.00|
收到其他与投资活动有关的现金||74,216,057.37|
投资活动现金流入小计||543,351,537.89|414,115,081.77
购建固定资产、无形资产和其他长期资产支付的现金||3,830,963.86|5,268,868.95
投资支付的现金||410,000,000.00|22,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||413,830,963.86|27,768,868.95
投资活动产生的现金流量净额||129,520,574.03|386,346,212.82
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||5,000,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||56,000,000.00|6,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||61,000,000.00|6,000,000.00
page|62
偿还债务支付的现金||483,670,000.00|107,000,000.00
分配股利、利润或偿付利息支付的现金||73,850,202.48|64,768,570.88
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|||
筹资活动现金流出小计||557,520,202.48|171,768,570.88
筹资活动产生的现金流量净额||-496,520,202.48|-165,768,570.88
四、汇率变动对现金及现金等价物的影响|||0.50
五、现金及现金等价物净增加额||-131,925,102.35|184,502,169.04
加：期初现金及现金等价物余额||589,434,394.97|404,932,225.93
六、期末现金及现金等价物余额||457,509,292.62|589,434,394.97
