page|77
项目|2019 年 12 月 31 日|2018 年 12 月 31 日
流动资产：||
货币资金|190,730,514.31|194,958,212.05
结算备付金||
拆出资金||
交易性金融资产|589,725,219.58|
以公允价值计量且其变动计入当期损益的金融资产||
衍生金融资产||
应收票据|76,036,387.53|63,627,282.73
应收账款|486,913,373.96|370,826,994.11
应收款项融资||
预付款项|5,986,461.58|4,718,286.30
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|8,088,368.30|12,496,057.14
其中：应收利息||
应收股利||
买入返售金融资产||
存货|357,367,265.89|234,789,193.01
合同资产||
持有待售资产||
一年内到期的非流动资产||
其他流动资产|20,089,116.59|9,207,104.24
流动资产合计|1,734,936,707.74|890,623,129.58
非流动资产：||
page|78
发放贷款和垫款||
债权投资||
可供出售金融资产||42,135.73
其他债权投资||
持有至到期投资||
长期应收款||
长期股权投资||
其他权益工具投资||
其他非流动金融资产||
投资性房地产||
固定资产|338,570,355.32|346,176,864.86
在建工程|69,055,328.04|4,484,982.53
生产性生物资产||
油气资产||
使用权资产||
无形资产|123,922,967.30|92,511,218.39
开发支出||
商誉||
长期待摊费用|16,761,507.63|21,601,266.87
递延所得税资产|11,352,114.88|8,990,131.75
其他非流动资产|58,930,613.79|29,774,709.27
非流动资产合计|618,592,886.96|503,581,309.40
资产总计|2,353,529,594.70|1,394,204,438.98
流动负债：||
短期借款|15,000,000.00|45,000,000.00
向中央银行借款||
拆入资金||
交易性金融负债||
以公允价值计量且其变动计入当期损益的金融负债||
衍生金融负债||
应付票据|167,213,657.65|110,543,110.04
应付账款|436,261,149.20|336,870,031.29
预收款项|71,988,724.38|78,180,738.28
page|79
合同负债||
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|24,825,305.20|24,071,666.68
应交税费|8,895,964.08|15,833,703.42
其他应付款|984,179.95|240,410.61
其中：应付利息|20,843.75|62,520.83
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债||
其他流动负债||
流动负债合计|725,168,980.46|610,739,660.32
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债||
长期应付款||
长期应付职工薪酬||
预计负债|2,588,302.48|1,695,298.48
递延收益|3,363,136.45|2,385,873.21
递延所得税负债||
其他非流动负债||
非流动负债合计|5,951,438.93|4,081,171.69
负债合计|731,120,419.39|614,820,832.01
所有者权益：||
股本|150,700,000.00|113,020,000.00
其他权益工具||
page|80
其中：优先股||
永续债||
资本公积|791,820,427.24|137,712,484.16
减：库存股||
其他综合收益||
专项储备||
盈余公积|73,498,829.38|59,873,666.24
一般风险准备||
未分配利润|606,389,918.69|468,777,456.57
归属于母公司所有者权益合计|1,622,409,175.31|779,383,606.97
少数股东权益||
所有者权益合计|1,622,409,175.31|779,383,606.97
负债和所有者权益总计|2,353,529,594.70|1,394,204,438.98
