page|85
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||4,451,903,745.89|3,778,597,277.72
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||3,948,564.00|6,591,969.06
收到其他与经营活动有关的现金||51,314,221.31|64,285,045.56
经营活动现金流入小计||4,507,166,531.2|3,849,474,292.34
购买商品、接受劳务支付的现金||3,430,942,164.1|2,680,934,781.85
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||304,071,241.71|236,253,505.57
支付的各项税费||169,588,231.58|129,507,876.76
支付其他与经营活动有关的现金||265,300,337.73|257,783,622.53
经营活动现金流出小计||4,169,901,975.12|3,304,479,786.71
经营活动产生的现金流量净额||337,264,556.08|544,994,505.63
二、投资活动产生的现金流量：|||
收回投资收到的现金||18,450,834.94|
取得投资收益收到的现金||8,756,745.29|6,106,332.63
处置固定资产、无形资产和其||2,365,275.81|2,054,033.82
page|86
他长期资产收回的现金净额|||
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||560,900,000.00|588,976,746.45
投资活动现金流入小计||590,472,856.04|597,137,112.90
购建固定资产、无形资产和其他长期资产支付的现金||229,647,767.30|100,427,820.85
投资支付的现金||44,594,494.55|
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||74,205,000.00|58,274,002.23
支付其他与投资活动有关的现金||590,588,218.74|598,976,746.45
投资活动现金流出小计||939,035,480.59|757,678,569.53
投资活动产生的现金流量净额||-348,562,624.55|-160,541,456.63
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||74,000,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||122,680,000.00|50,000,000.00
收到其他与筹资活动有关的现金||22,443,603.00|
筹资活动现金流入小计||219,123,603.00|50,000,000.00
偿还债务支付的现金||50,000,000.00|42,000,000.00
分配股利、利润或偿付利息支付的现金||136,918,736.23|94,811,216.30
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||37,522,912.00|2,089,575.48
筹资活动现金流出小计||224,441,648.23|138,900,791.78
筹资活动产生的现金流量净额||-5,318,045.23|-88,900,791.78
四、汇率变动对现金及现金等价物的影响||-6,995.50|-6.27
五、现金及现金等价物净增加额||-16,623,109.20|295,552,250.95
加：期初现金及现金等价物余额||881,765,016.95|586,212,766.00
六、期末现金及现金等价物余额||865,141,907.75|881,765,016.95
