page|108
项目|2020 年度|2019 年度
一、营业总收入|17,381,307,066.41|18,972,686,221.30
其中：营业收入|17,381,307,066.41|18,972,686,221.30
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|17,257,837,550.41|18,569,700,662.79
其中：营业成本|12,453,654,989.64|13,214,857,220.12
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|121,827,623.36|135,452,740.21
销售费用|2,575,119,249.36|3,114,788,082.41
管理费用|942,776,153.01|936,295,113.44
研发费用|453,257,537.25|481,039,836.57
财务费用|711,201,997.79|687,267,670.04
其中：利息费用|525,325,628.09|483,918,487.33
利息收入|47,796,126.18|45,685,821.94
加：其他收益|1,034,694,900.43|432,889,990.51
投资收益（损失以“－”号填|35,877,549.42|2,980,546.23
page|109
列）||
其中：对联营企业和合营企业的投资收益|-50,368,001.08|-82,645,449.48
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|14,901,714.31|-7,836,423.53
信用减值损失（损失以“-”号填列）|-262,060,478.68|-74,091,030.46
资产减值损失（损失以“-”号填列）|-279,532,358.85|-311,649,672.07
资产处置收益（损失以“-”号填列）|97,763,476.54|376,921,363.85
三、营业利润（亏损以“－”号填列）|765,114,319.17|822,200,333.04
加：营业外收入|11,313,759.21|33,045,500.36
减：营业外支出|9,298,313.65|19,621,816.71
四、利润总额（亏损总额以“－”号填列）|767,129,764.73|835,624,016.69
减：所得税费用|463,729,274.71|333,763,292.11
五、净利润（净亏损以“－”号填列）|303,400,490.02|501,860,724.58
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|303,400,490.02|501,860,724.58
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|301,738,536.55|491,697,241.48
2.少数股东损益|1,661,953.47|10,163,483.10
六、其他综合收益的税后净额|-182,612,545.24|-52,229,479.19
归属母公司所有者的其他综合收益的税后净额|-182,612,545.24|-52,229,479.19
（一）不能重分类进损益的其他综合收益|4,326,762.25|-70,700,392.04
1.重新计量设定受益计划变动额|4,326,762.25|-70,700,392.04
page|110
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-186,939,307.49|18,470,912.85
1.权益法下可转损益的其他综合收益|-7,921,137.87|113,227.08
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|-179,018,169.62|18,357,685.77
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|120,787,944.78|449,631,245.39
归属于母公司所有者的综合收益总额|119,125,991.31|439,467,762.29
归属于少数股东的综合收益总额|1,661,953.47|10,163,483.10
八、每股收益：||
（一）基本每股收益|0.22|0.38
（二）稀释每股收益|0.22|0.38
