page|51
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|325,113,994.23|194,202,590.61
结算备付金|||
拆出资金|||
交易性金融资产|||
衍生金融资产|||
应收票据|七、4|20,824,730.30|65,621,620.22
应收账款|七、5|684,318,621.73|705,691,467.51
应收款项融资|七、6|25,112,460.70|
预付款项|七、7|103,047,028.47|72,002,227.70
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|6,846,628.47|10,411,913.68
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|387,852,811.19|318,587,891.21
合同资产|七、10|79,690,714.94|
持有待售资产|七、11|63,062,760.27|60,607,989.77
一年内到期的非流动资产|||
其他流动资产|七、13|531,582.59|6,458,827.61
流动资产合计||1,696,401,332.89|1,433,584,528.31
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|七、17|28,193,153.18|30,995,622.33
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、20|376,317,772.22|425,866,167.30
在建工程|七、21||
生产性生物资产|||
油气资产|||
使用权资产|||
page|52
无形资产|七、25|33,627,645.50|38,144,801.61
开发支出|||
商誉|||
长期待摊费用|||
递延所得税资产|七、29|78,991,504.46|84,581,404.59
其他非流动资产|七、30|67,949,338.58|
非流动资产合计||585,079,413.94|579,587,995.83
资产总计||2,281,480,746.83|2,013,172,524.14
流动负债：|||
短期借款|七、31|110,000,000.00|150,000,000.00
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|七、34|443,265,817.63|383,795,351.97
应付账款|七、35|218,432,387.03|218,172,167.70
预收款项|七、36|205,432,050.95|246,163,610.92
合同负债|七、37|114,536,925.21|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、38|10,670,230.15|5,365,535.51
应交税费|七、39|14,139,302.85|1,186,107.87
其他应付款|七、40|136,608,812.03|138,881,163.15
其中：应付利息||391,583.31|404,249.99
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、42|150,000,000.00|100,000,000.00
其他流动负债|七、43|14,407,877.56|
流动负债合计||1,417,493,403.41|1,243,563,937.12
非流动负债：|||
保险合同准备金|||
长期借款|七、44|130,000,000.00|100,000,000.00
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款|七、47|182,948.28|124,948.28
长期应付职工薪酬|||
预计负债|||
递延收益|||
递延所得税负债|||
其他非流动负债|七、51|28,333,298.97|
非流动负债合计||158,516,247.25|100,124,948.28
负债合计||1,576,009,650.66|1,343,688,885.40
page|53
所有者权益（或股东权益）：|||
实收资本（或股本）|七、52|383,340,672.00|383,340,672.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、54|80,161,386.05|80,161,386.10
减：库存股|||
其他综合收益|七、56|759,894.51|104,129.69
专项储备|||
盈余公积|七、58|143,031,352.40|138,158,307.92
一般风险准备|||
未分配利润|七、59|97,886,258.73|67,680,273.47
归属于母公司所有者权益（或股东权益）合计||705,179,563.69|669,444,769.18
少数股东权益||291,532.48|38,869.56
所有者权益（或股东权益）合计||705,471,096.17|669,483,638.74
负债和所有者权益（或股东权益）总计||2,281,480,746.83|2,013,172,524.14
