page|82
项目|附注|2020 年度|2019 年度
一、营业总收入|七、61|1,914,598,750.77|1,712,963,224.81
其中：营业收入||1,914,598,750.77|1,712,963,224.81
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||1,657,578,665.94|1,531,209,426.75
其中：营业成本|七、61|1,190,333,940.64|1,120,714,656.89
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七、62|20,082,459.21|24,004,091.25
销售费用|七、63|264,477,875.04|208,972,040.33
管理费用|七、64|102,737,028.16|95,643,771.42
研发费用|七、65|72,261,807.66|66,979,441.35
财务费用|七、66|7,685,555.23|14,895,425.51
其中：利息费用||8,486,989.12|15,003,047.81
利息收入||1,206,269.74|1,901,277.42
加：其他收益|七、67|13,595,420.35|6,302,338.62
投资收益（损失以“－”号填列）|七、68|4,921,855.46|3,029,478.55
page|83
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）|七、71|-1,156,781.40|-4,244,876.77
资产减值损失（损失以“-”号填列）|七、72|-2,293,604.80|-1,757,969.94
资产处置收益（损失以“－”号填列）|七、73||
三、营业利润（亏损以“－”号填列）||272,086,974.44|185,082,768.52
加：营业外收入|七、74|3,197,668.59|4,532,144.60
减：营业外支出|七、75|1,972,162.00|1,470,240.29
四、利润总额（亏损总额以“－”号填列）||273,312,481.03|188,144,672.83
减：所得税费用|七、76|33,574,335.92|25,373,015.25
五、净利润（净亏损以“－”号填列）||239,738,145.11|162,771,657.58
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||239,738,145.11|162,771,657.58
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||202,826,646.36|127,406,046.37
2.少数股东损益（净亏损以“-”号填列）||36,911,498.75|35,365,611.21
六、其他综合收益的税后净额||-449,596.57|318,088.93
（一）归属母公司所有者的其他综合收益的税后净额||-449,596.57|318,088.93
1．不能重分类进损益的其他综合收益|||
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动|||
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||-449,596.57|318,088.93
（1）权益法下可转损益的其他综合收益|||
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额||-449,596.57|318,088.93
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||239,288,548.54|163,089,746.51
page|84
（一）归属于母公司所有者的综合收益总额||202,377,049.79|127,724,135.30
（二）归属于少数股东的综合收益总额||36,911,498.75|35,365,611.21
八、每股收益：|||
（一）基本每股收益(元/股)||0.67|0.42
（二）稀释每股收益(元/股)||0.67|0.42
