page|120
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,888,227,172.66|3,727,484,460.48
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||24,892,276.36|1,188,634.62
收到其他与经营活动有关的现金||141,376,052.92|69,852,134.12
经营活动现金流入小计||4,054,495,501.94|3,798,525,229.22
购买商品、接受劳务支付的现金||3,113,552,211.61|2,693,986,526.65
客户贷款及垫款净增加额|||
page|121
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||303,606,574.84|274,436,363.66
支付的各项税费||285,484,716.99|211,137,532.70
支付其他与经营活动有关的现金||49,922,365.33|163,321,497.02
经营活动现金流出小计||3,752,565,868.77|3,342,881,920.03
经营活动产生的现金流量净额||301,929,633.17|455,643,309.19
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||110,026,761.18|120,623,962.64
处置固定资产、无形资产和其他长期资产收回的现金净额||46,283.99|4,060,000.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||1,558,479,115.12|99,439,274.61
投资活动现金流入小计||1,668,552,160.29|224,123,237.25
购建固定资产、无形资产和其他长期资产支付的现金||561,900,267.25|380,744,358.16
page|122
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||1,711,353,620.66|113,004,681.13
投资活动现金流出小计||2,273,253,887.91|493,749,039.29
投资活动产生的现金流量净额||-604,701,727.62|-269,625,802.04
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||9,250,000.00|
其中：子公司吸收少数股东投资收到的现金||9,250,000.00|
取得借款收到的现金||1,419,205,672.08|2,999,096,725.99
收到其他与筹资活动有关的现金||244,858,711.11|393,895,235.38
筹资活动现金流入小计||1,673,314,383.19|3,392,991,961.37
偿还债务支付的现金||1,658,386,304.33|2,076,494,359.82
分配股利、利润或偿付利息支付的现金||269,588,832.44|108,943,679.41
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||221,742,030.18|268,025,750.72
筹资活动现金流出小计||2,149,717,166.95|2,453,463,789.95
筹资活动产生的现金流量净额||-476,402,783.76|939,528,171.42
