page|87
项目|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：||
货币资金|321,412,946.15|383,372,540.97
结算备付金||
拆出资金||
交易性金融资产||
衍生金融资产||
应收票据|8,946,305.96|24,674,690.45
应收账款|1,279,570,429.23|1,966,154,875.23
应收款项融资||
page|88
预付款项|32,434,375.62|125,609,216.73
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|495,667,758.54|539,867,421.85
其中：应收利息|63,792,116.41|47,005,487.81
应收股利|0.00|0.00
买入返售金融资产||
存货|789,118,010.73|4,354,696,634.50
合同资产|3,073,544,412.15|
持有待售资产||
一年内到期的非流动资产|34,511,744.42|57,760,606.37
其他流动资产|116,179,989.60|44,752,242.70
流动资产合计|6,151,385,972.40|7,496,888,228.80
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款|123,695,393.83|253,102,037.61
长期股权投资|7,860,758.11|5,514,569.40
其他权益工具投资|1,367,480,064.70|1,367,480,064.70
其他非流动金融资产||
投资性房地产||
固定资产|432,297,833.39|406,028,004.92
在建工程|11,656,215.58|11,611,970.50
生产性生物资产||
油气资产||
使用权资产||
无形资产|364,932,474.76|123,625,075.45
开发支出||
商誉|953,105,747.68|1,997,178,793.53
长期待摊费用|3,697,800.00|13,223,194.86
递延所得税资产|5,367,617.02|40,202,410.55
其他非流动资产|382,429,079.75|403,351,299.91
page|89
非流动资产合计|3,652,522,984.82|4,621,317,421.43
资产总计|9,803,908,957.22|12,118,205,650.23
流动负债：||
短期借款|1,649,970,966.15|1,728,798,522.72
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|32,011,512.53|26,205,532.85
应付账款|1,840,357,803.45|1,988,429,964.49
预收款项||905,195,208.15
合同负债|572,383,203.58|
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|89,216,980.52|50,423,229.01
应交税费|89,773,209.49|72,569,738.78
其他应付款|1,361,312,273.19|1,140,232,353.99
其中：应付利息|233,409,745.84|89,530,740.95
应付股利||
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|238,604,437.94|195,401,281.77
其他流动负债|306,396,565.86|183,244,954.59
流动负债合计|6,180,026,952.71|6,290,500,786.35
非流动负债：||
保险合同准备金||
长期借款|586,600,000.00|149,771,608.59
应付债券|260,772,000.00|280,350,000.00
其中：优先股||
永续债||
租赁负债||
page|90
长期应付款|60,745,941.35|71,371,808.65
长期应付职工薪酬||
预计负债|42,079.06|103,379.06
递延收益|6,641,441.59|4,317,679.41
递延所得税负债|28,222,180.49|48,411,832.51
其他非流动负债||
非流动负债合计|943,023,642.49|554,326,308.22
负债合计|7,123,050,595.20|6,844,827,094.57
所有者权益：||
股本|1,023,667,816.00|1,023,667,816.00
其他权益工具||
其中：优先股||
永续债||
资本公积|4,168,170,743.01|4,163,741,159.25
减：库存股||
其他综合收益||
专项储备||
盈余公积|30,351,919.86|30,351,919.86
一般风险准备||
未分配利润|-2,947,798,045.03|-581,857,220.20
归属于母公司所有者权益合计|2,274,392,433.84|4,635,903,674.91
少数股东权益|406,465,928.18|637,474,880.75
所有者权益合计|2,680,858,362.02|5,273,378,555.66
负债和所有者权益总计|9,803,908,957.22|12,118,205,650.23
