page|99
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,813,454,926.58|3,250,752,718.26
客户存款和同业存放款项净增加额|||
page|100
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||76,738,332.08|333,203.16
收到其他与经营活动有关的现金|七、78（1）|38,103,167.04|23,359,770.73
经营活动现金流入小计||3,928,296,425.70|3,274,445,692.15
购买商品、接受劳务支付的现金||3,318,739,947.59|2,553,916,100.48
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||474,423,247.98|400,690,582.85
支付的各项税费||31,139,917.78|31,347,880.45
支付其他与经营活动有关的现金|七、78（2）|166,125,600.93|131,456,291.11
经营活动现金流出小计||3,990,428,714.28|3,117,410,854.89
经营活动产生的现金流量净额||-62,132,288.58|157,034,837.26
二、投资活动产生的现金流量：|||
收回投资收到的现金|||312,205,142.96
取得投资收益收到的现金||31,419,162.20|17,045,729.13
处置固定资产、无形资产和其他长期资产收回的现金净额||61,115,531.17|16,832,746.53
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||92,534,693.37|346,083,618.62
购建固定资产、无形资产和其他长期资产支付的现金||783,812,507.38|679,738,082.98
投资支付的现金||8,000,000.00|192,800,000.00
page|101
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||385,000,000.00|
投资活动现金流出小计||1,176,812,507.38|872,538,082.98
投资活动产生的现金流量净额||-1,084,277,814.01|-526,454,464.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||885,754,810.59|
其中：子公司吸收少数股东投资收到的现金||980,000.00|
取得借款收到的现金||2,412,072,905.49|3,139,005,323.22
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||3,297,827,716.08|3,139,005,323.22
偿还债务支付的现金||1,853,057,593.94|2,591,909,335.21
分配股利、利润或偿付利息支付的现金||234,570,380.64|137,975,873.71
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||612,587.46|
筹资活动现金流出小计||2,088,240,562.04|2,729,885,208.92
筹资活动产生的现金流量净额||1,209,587,154.04|409,120,114.30
四、汇率变动对现金及现金等价物的影响||5,379,471.72|-461,226.49
五、现金及现金等价物净增加额||68,556,523.17|39,239,260.71
加：期初现金及现金等价物余额||204,687,964.73|165,448,704.02
六、期末现金及现金等价物余额||273,244,487.90|204,687,964.73
