page|49
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||3,619,874,534.80|2,541,827,022.72
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||783,830.33|9,170,900.11
收到其他与经营活动有关的现金|五、49（1）|55,493,260.86|56,445,938.71
经营活动现金流入小计||3,676,151,625.99|2,607,443,861.54
购买商品、接受劳务支付的现金||2,583,360,747.91|1,999,947,159.55
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||333,545,873.30|322,112,856.89
支付的各项税费||156,055,014.26|98,304,271.87
支付其他与经营活动有关的现金|五、49（2）|169,232,895.28|205,820,121.88
经营活动现金流出小计||3,242,194,530.75|2,626,184,410.19
经营活动产生的现金流量净额||433,957,095.24|-18,740,548.65
二、投资活动产生的现金流量：|||
page|50
收回投资收到的现金||1,782,890,000.00|1,070,500,000.00
取得投资收益收到的现金||15,915,247.46|11,088,824.22
处置固定资产、无形资产和其他长期资产收回的现金净额||44,407,397.64|23,304,641.90
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||1,843,212,645.10|1,104,893,466.12
购建固定资产、无形资产和其他长期资产支付的现金||48,664,211.30|58,383,894.76
投资支付的现金||2,189,500,000.00|979,700,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|||
投资活动现金流出小计||2,238,164,211.30|1,038,083,894.76
投资活动产生的现金流量净额||-394,951,566.20|66,809,571.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||17,923,400.00|14,517,200.00
其中：子公司吸收少数股东投资收到的现金||17,923,400.00|
取得借款收到的现金|||
收到其他与筹资活动有关的现金|五、49（3）|250,000.00|6,000,000.00
筹资活动现金流入小计||18,173,400.00|20,517,200.00
偿还债务支付的现金|||
分配股利、利润或偿付利息支付的现金||30,768,800.00|686,475.94
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|五、49（4）|250,000.00|7,253,840.23
筹资活动现金流出小计||31,018,800.00|7,940,316.17
筹资活动产生的现金流量净额||-12,845,400.00|12,576,883.83
四、汇率变动对现金及现金等价物的影响||-361,517.16|118,528.28
五、现金及现金等价物净增加额||25,798,611.88|60,764,434.82
加：期初现金及现金等价物余额||438,376,866.84|377,612,432.02
六、期末现金及现金等价物余额||464,175,478.72|438,376,866.84
