page|106
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|附注七、1|205,256,178.06|74,675,804.51
结算备付金|||
拆出资金|||
交易性金融资产|附注七、2|203,393,257.19|29,029,422.36
衍生金融资产|||
应收票据|附注七、4|55,765,357.74|66,152,481.09
应收账款|附注七、5|97,913,004.83|83,526,149.42
应收款项融资|附注七、6|13,729,554.68|14,386,560.26
预付款项|附注七、7|1,091,993.26|651,298.15
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|附注七、8|1,448,031.51|280,082.00
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|附注七、9|103,955,749.53|74,694,769.88
合同资产|附注七、10||
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产|附注七、13|9,065,958.15|15,617,475.66
流动资产合计||691,619,084.95|359,014,043.33
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|附注七、21|94,247,087.42|91,879,046.65
在建工程|附注七、22|648,856.78|1,395,685.11
生产性生物资产|||
油气资产|||
使用权资产|附注七、25|2,681,074.54|
无形资产|附注七、26|8,580,963.42|8,517,794.72
开发支出|||
商誉|||
长期待摊费用|附注七、29|2,300,839.77|2,402,347.82
递延所得税资产|附注七、30|10,512,628.89|6,647,105.51
page|107
其他非流动资产|附注七、31|1,530,215.89|495,348.09
非流动资产合计||120,501,666.71|111,337,327.90
资产总计||812,120,751.66|470,351,371.23
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|附注七、35|37,808,619.39|20,500,377.83
应付账款|附注七、36|81,588,587.64|105,578,431.34
预收款项|||
合同负债|附注七、38|8,109,305.12|5,956,238.79
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|附注七、39|10,171,476.03|19,752,729.04
应交税费|附注七、40|1,670,457.42|5,350,759.69
其他应付款|附注七、41|1,650,321.75|1,061,296.48
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|附注七、43|984,469.54|
其他流动负债|附注七、44|1,112,825.28|774,311.04
流动负债合计||143,096,062.17|158,974,144.21
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|附注七、47|1,412,562.42|
长期应付款|||
长期应付职工薪酬|||
预计负债|附注七、50|7,734,866.53|3,348,259.34
递延收益|附注七、51|887,943.94|2,547,936.43
递延所得税负债|附注七、30|93,308.86|4,413.35
其他非流动负债|||
非流动负债合计||10,128,681.75|5,900,609.12
负债合计||153,224,743.92|164,874,753.33
所有者权益（或股东权益）：|||
实收资本（或股本）|附注七、53|86,000,000.00|64,500,000.00
其他权益工具|||
其中：优先股|||
page|108
永续债|||
资本公积|附注七、55|309,335,679.61|33,403,216.78
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|附注七、59|39,642,540.79|31,276,884.13
一般风险准备|||
未分配利润|附注七、60|223,917,787.34|176,296,516.99
归属于母公司所有者权益（或股东权益）合计||658,896,007.74|305,476,617.90
少数股东权益|||
所有者权益（或股东权益）合计||658,896,007.74|305,476,617.90
负债和所有者权益（或股东权益）总计||812,120,751.66|470,351,371.23
