page|86
项目|2020 年度|2019 年度
一、营业总收入|2,249,013,028.38|1,555,976,300.01
其中：营业收入|2,249,013,028.38|1,555,976,300.01
利息收入||
已赚保费||
手续费及佣金收入||
二、营业总成本|2,152,917,382.10|1,448,042,260.28
其中：营业成本|1,989,489,291.72|1,324,730,633.88
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|5,856,392.79|5,660,546.33
销售费用|10,747,264.29|12,081,547.71
管理费用|39,025,842.98|35,209,431.20
page|87
研发费用|70,837,758.74|56,546,397.33
财务费用|36,960,831.58|13,813,703.83
其中：利息费用|18,356,706.19|13,201,397.97
利息收入|1,097,089.74|546,701.28
加：其他收益|15,959,038.70|12,790,259.70
投资收益（损失以“－”号填列）|1,729,729.88|715.06
其中：对联营企业和合营企业的投资收益||
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|52,438.36|
信用减值损失（损失以“-”号填列）|-2,816,662.60|407,791.31
资产减值损失（损失以“-”号填列）|-17,628,074.54|-15,055,568.02
资产处置收益（损失以“-”号填列）|3,239,970.87|2,077,580.35
三、营业利润（亏损以“－”号填列）|96,632,086.95|108,154,818.13
加：营业外收入|15,288,059.39|1,323,863.55
减：营业外支出|3,076,033.67|2,607,305.08
四、利润总额（亏损总额以“－”号填列）|108,844,112.67|106,871,376.60
减：所得税费用|8,605,207.79|11,592,339.43
五、净利润（净亏损以“－”号填列）|100,238,904.88|95,279,037.17
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|100,238,904.88|95,279,037.17
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|100,238,904.88|95,279,037.17
page|88
2.少数股东损益||
六、其他综合收益的税后净额|-173,946.15|691.80
归属母公司所有者的其他综合收益的税后净额|-173,946.15|691.80
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益|-173,946.15|691.80
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准备||
5.现金流量套期储备||
6.外币财务报表折算差额|-173,946.15|691.80
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|100,064,958.73|95,279,728.97
归属于母公司所有者的综合收益总额|100,064,958.73|95,279,728.97
归属于少数股东的综合收益总额||
八、每股收益：||
（一）基本每股收益|0.57|0.62
page|89
（二）稀释每股收益|0.57|0.62
