page|102
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||713,720,111.24|637,066,413.26
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||52,587,344.34|43,447,370.65
收到其他与经营活动有关的现金|七、（78）|29,875,124.39|14,115,467.97
经营活动现金流入小计||796,182,579.97|694,629,251.88
购买商品、接受劳务支付的现金||501,175,679.10|465,985,446.48
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
page|103
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||89,304,977.66|82,554,212.49
支付的各项税费||27,224,391.64|27,061,916.23
支付其他与经营活动有关的现金|七、（78）|42,014,569.54|50,081,450.18
经营活动现金流出小计||659,719,617.94|625,683,025.38
经营活动产生的现金流量净额||136,462,962.03|68,946,226.50
二、投资活动产生的现金流量：|||
收回投资收到的现金||154,833,095.99|382,956,462.97
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额||5,922,920.39|1,307,219.16
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、（78）||
投资活动现金流入小计||160,756,016.38|384,263,682.13
购建固定资产、无形资产和其他长期资产支付的现金||151,429,508.15|49,398,479.99
投资支付的现金||245,000,000.00|270,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、（78）||
投资活动现金流出小计||396,429,508.15|319,398,479.99
投资活动产生的现金流量净额||-235,673,491.77|64,865,202.14
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||365,000,000.00|214,316,677.44
收到其他与筹资活动有关的现金|七、（78）|208,000,000.00|
筹资活动现金流入小计||573,000,000.00|214,316,677.44
偿还债务支付的现金||269,250,000.00|250,000,000.00
分配股利、利润或偿付利息支付的现金||28,529,540.85|27,622,114.08
page|104
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、（78）|5,482,271.23|132,678.00
筹资活动现金流出小计||303,261,812.08|277,754,792.08
筹资活动产生的现金流量净额||269,738,187.92|-63,438,114.64
四、汇率变动对现金及现金等价物的影响||-12,885,559.00|2,923,794.82
五、现金及现金等价物净增加额||157,642,099.18|73,297,108.82
加：期初现金及现金等价物余额||251,418,600.40|178,121,491.58
六、期末现金及现金等价物余额||409,060,699.58|251,418,600.40
