page|76
项目|2021 年度|2020 年度
一、营业总收入|12,408,654,158.46|9,014,562,161.13
其中：营业收入|7,478,239,285.97|4,563,912,718.55
利息收入|77,117,377.56|170,219,372.12
已赚保费|0.00|0.00
手续费及佣金收入|4,853,297,494.93|4,280,430,070.46
二、营业总成本|10,790,242,561.94|7,716,304,247.20
其中：营业成本|5,922,502,089.07|3,147,924,227.14
利息支出|0.00|0.00
保单红利支出|0.00|0.00
分保费用|0.00|0.00
税金及附加|73,268,021.54|59,035,016.81
销售费用|161,974,089.06|107,245,346.75
管理费用|4,036,629,871.32|3,863,146,548.91
研发费用|216,369,324.34|176,420,298.05
财务费用|379,499,166.61|362,532,809.54
其中：利息费用|409,452,649.71|400,996,823.04
利息收入|31,401,776.40|40,360,933.07
加：其他收益|83,830,092.94|70,000,523.10
投资收益（损失以“－”号填列）|315,741,990.17|398,723,907.02
其中：对联营企业和合营企业的投资收益|313,859,353.08|329,319,522.95
以摊余成本计量的金融资产终止确认收益|0.00|0.00
汇兑收益（损失以“-”号填列）|0.00|0.00
净敞口套期收益（损失以“－”号填列）|0.00|0.00
公允价值变动收益（损失以“－”号填列）|-2,234,840.19|-2,192,964.52
信用减值损失（损失以“-”号填列）|-29,190,320.88|-146,178,604.68
资产减值损失（损失以“-”号填列）|-25,231,560.32|-44,400,281.09
资产处置收益（损失以“-”号填列）|-30,393.95|-548,507.56
三、营业利润（亏损以“－”号填列）|1,961,296,564.29|1,573,661,986.20
加：营业外收入|48,605,843.15|67,150,198.18
减：营业外支出|53,377,339.10|13,789,830.93
四、利润总额（亏损总额以“－”号填列）|1,956,525,068.34|1,627,022,353.45
page|77
项目|2021 年度|2020 年度
减：所得税费用|401,131,642.09|348,568,156.28
五、净利润（净亏损以“－”号填列）|1,555,393,426.25|1,278,454,197.17
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|1,555,393,426.25|1,278,454,197.17
2.终止经营净利润（净亏损以“－”号填列）|0.00|0.00
（二）按所有权归属分类||
1.归属于母公司股东的净利润|601,174,582.12|410,478,764.48
2.少数股东损益|954,218,844.13|867,975,432.69
六、其他综合收益的税后净额|-220,986,519.33|-53,576,757.52
归属母公司所有者的其他综合收益的税后净额|-89,776,451.05|-27,556,044.46
（一）不能重分类进损益的其他综合收益|-6,839,664.94|-1,955,136.82
1.重新计量设定受益计划变动额|0.00|0.00
2.权益法下不能转损益的其他综合收益|-6,731,361.47|0.00
3.其他权益工具投资公允价值变动|-108,303.47|-1,955,136.82
4.企业自身信用风险公允价值变动||0.00
5.其他||
（二）将重分类进损益的其他综合收益|-82,936,786.11|-25,600,907.64
1.权益法下可转损益的其他综合收益|774,375.18|6,440,509.55
2.其他债权投资公允价值变动|-78,825,747.77|877,758.40
3.金融资产重分类计入其他综合收益的金额|0.00|0.00
4.其他债权投资信用减值准备|4,886,066.91|-105,876.98
5.现金流量套期储备|0.00|0.00
6.外币财务报表折算差额|-9,771,480.43|-32,813,298.61
7.其他||
归属于少数股东的其他综合收益的税后净额|-131,210,068.28|-26,020,713.06
七、综合收益总额|1,334,406,906.92|1,224,877,439.65
归属于母公司所有者的综合收益总额|511,398,131.07|382,922,720.02
归属于少数股东的综合收益总额|823,008,775.85|841,954,719.63
八、每股收益：||
（一）基本每股收益|0.8538|0.5830
（二）稀释每股收益|0.8538|0.5830
