page|118
项目|2021 年度|2020 年度
一、营业总收入|2,580,729,389.20|2,150,644,279.16
其中：营业收入|2,580,729,389.20|2,150,644,279.16
利息收入||
已赚保费||
page|119
手续费及佣金收入||
二、营业总成本|2,449,876,343.45|2,253,761,930.29
其中：营业成本|2,206,272,097.70|1,989,096,927.15
利息支出||
手续费及佣金支出||
退保金||
赔付支出净额||
提取保险责任合同准备金净额||
保单红利支出||
分保费用||
税金及附加|11,940,685.12|8,860,491.28
销售费用|45,904.75|4,355,045.15
管理费用|101,253,156.41|102,587,124.55
研发费用|21,873,691.36|32,625,346.37
财务费用|108,490,808.11|116,236,995.79
其中：利息费用|115,947,478.15|133,713,799.57
利息收入|8,974,312.89|18,257,884.02
加：其他收益|3,477,685.56|24,699,930.73
投资收益（损失以“－”号填列）|-9,402,377.95|-6,721,986.36
其中：对联营企业和合营企业的投资收益|-20,458,164.46|-3,079,075.42
以摊余成本计量的金融资产终止确认收益||
汇兑收益（损失以“-”号填列）||
净敞口套期收益（损失以“－”号填列）||
公允价值变动收益（损失以“－”号填列）|-5,250,017.50|-12,070,017.50
信用减值损失（损失以“-”号填列）|-82,299,067.80|-18,930,728.65
资产减值损失（损失以“-”号填列）|-157,393,003.90|-156,483,466.44
资产处置收益（损失以“-”号填列）|5,728,852.65|12,447,397.51
page|120
三、营业利润（亏损以“－”号填列）|-114,284,883.19|-260,176,521.84
加：营业外收入|102,869,190.02|466,483.85
减：营业外支出|14,315,943.21|146,419,290.86
四、利润总额（亏损总额以“－”号填列）|-25,731,636.38|-406,129,328.85
减：所得税费用|33,097,206.04|19,594,428.86
五、净利润（净亏损以“－”号填列）|-58,828,842.42|-425,723,757.71
（一）按经营持续性分类||
1.持续经营净利润（净亏损以“－”号填列）|-58,828,842.42|-425,723,757.71
2.终止经营净利润（净亏损以“－”号填列）||
（二）按所有权归属分类||
1.归属于母公司股东的净利润|-27,375,028.32|-410,349,054.90
2.少数股东损益|-31,453,814.10|-15,374,702.81
六、其他综合收益的税后净额||
归属母公司所有者的其他综合收益的税后净额||
（一）不能重分类进损益的其他综合收益||
1.重新计量设定受益计划变动额||
2.权益法下不能转损益的其他综合收益||
3.其他权益工具投资公允价值变动||
4.企业自身信用风险公允价值变动||
5.其他||
（二）将重分类进损益的其他综合收益||
1.权益法下可转损益的其他综合收益||
2.其他债权投资公允价值变动||
3.金融资产重分类计入其他综合收益的金额||
4.其他债权投资信用减值准||
page|121
备||
5.现金流量套期储备||
6.外币财务报表折算差额||
7.其他||
归属于少数股东的其他综合收益的税后净额||
七、综合收益总额|-58,828,842.42|-425,723,757.71
归属于母公司所有者的综合收益总额|-27,375,028.32|-410,349,054.90
归属于少数股东的综合收益总额|-31,453,814.10|-15,374,702.81
八、每股收益：||
（一）基本每股收益|-0.0239|-0.3586
（二）稀释每股收益|-0.0239|-0.3586
