page|86
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||8,496,082,774.09|11,247,596,637.44
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
page|87
收到的税费返还||2,127,023.68|677,557.88
收到其他与经营活动有关的现金||168,118,171.32|142,872,903.83
经营活动现金流入小计||8,666,327,969.09|11,391,147,099.15
购买商品、接受劳务支付的现金||7,996,995,257.44|9,498,122,311.46
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||604,801,079.21|629,921,462.85
支付的各项税费||77,518,868.35|137,586,361.52
支付其他与经营活动有关的现金||392,917,725.84|345,994,215.39
经营活动现金流出小计||9,072,232,930.84|10,611,624,351.22
经营活动产生的现金流量净额||-405,904,961.75|779,522,747.93
二、投资活动产生的现金流量：|||
收回投资收到的现金||8,930,220.38|6,206,691.60
取得投资收益收到的现金||2,957,838.00|2,993,838.00
处置固定资产、无形资产和其他长期资产收回的现金净额||33,775.00|338,844.08
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||373,637.53|
投资活动现金流入小计||12,295,470.91|9,539,373.68
购建固定资产、无形资产和其他长期资产支付的现金||21,908,779.92|33,974,539.98
投资支付的现金||80,454,214.15|100,739,810.16
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额||13,062,498.72|13,600,000.00
支付其他与投资活动有关的现金|||363,782.60
投资活动现金流出小计||115,425,492.79|148,678,132.74
投资活动产生的现金流量净额||-103,130,021.88|-139,138,759.06
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||4,060,000.00|9,318,595.93
page|88
其中：子公司吸收少数股东投资收到的现金||4,060,000.00|2,603,735.50
取得借款收到的现金||1,391,260,000.00|1,112,570,000.00
收到其他与筹资活动有关的现金||490,171,181.29|
筹资活动现金流入小计||1,885,491,181.29|1,121,888,595.93
偿还债务支付的现金||1,011,114,024.70|1,659,622,865.54
分配股利、利润或偿付利息支付的现金||121,317,591.75|127,819,196.97
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||217,970,967.00|
筹资活动现金流出小计||1,350,402,583.45|1,787,442,062.51
筹资活动产生的现金流量净额||535,088,597.84|-665,553,466.58
四、汇率变动对现金及现金等价物的影响||-5,032,661.54|3,079,018.65
五、现金及现金等价物净增加额||21,020,952.67|-22,090,459.06
加：期初现金及现金等价物余额||317,811,134.04|339,901,593.10
六、期末现金及现金等价物余额||338,832,086.71|317,811,134.04
