page|108
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||1,045,583,975.28|1,233,841,347.00
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||1,692,258.23|900,520.66
收到其他与经营活动有关的现金|七、78|55,926,590.40|50,577,680.43
经营活动现金流入小计||1,103,202,823.91|1,285,319,548.09
购买商品、接受劳务支付的现金||317,808,324.76|317,492,998.18
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||150,598,055.26|151,194,510.19
支付的各项税费||151,307,805.86|140,153,814.33
支付其他与经营活动有关的现金|七、78|480,188,745.45|531,965,414.99
经营活动现金流出小计||1,099,902,931.33|1,140,806,737.69
经营活动产生的现金流量净额||3,299,892.58|144,512,810.40
二、投资活动产生的现金流量：|||
收回投资收到的现金||210,722,753.40|253,057,053.19
取得投资收益收到的现金|||
page|109
处置固定资产、无形资产和其他长期资产收回的现金净额||76,860.00|6,705.00
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||210,799,613.40|253,063,758.19
购建固定资产、无形资产和其他长期资产支付的现金||59,415,138.73|58,395,391.29
投资支付的现金||209,000,000.00|250,000,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|20,000,000.00|
投资活动现金流出小计||288,415,138.73|308,395,391.29
投资活动产生的现金流量净额||-77,615,525.33|-55,331,633.10
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||173,119,000.00|
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||242,271,500.00|90,825,996.00
收到其他与筹资活动有关的现金|七、78|1,870,000.00|5,000,000.00
筹资活动现金流入小计||417,260,500.00|95,825,996.00
偿还债务支付的现金||98,892,686.00|68,540,655.82
分配股利、利润或偿付利息支付的现金||7,995,929.26|85,600,722.26
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78|49,268,108.75|55,178,000.00
筹资活动现金流出小计||156,156,724.01|209,319,378.08
筹资活动产生的现金流量净额||261,103,775.99|-113,493,382.08
四、汇率变动对现金及现金等价物的影响|||
五、现金及现金等价物净增加额||186,788,143.24|-24,312,204.78
加：期初现金及现金等价物余额||154,089,300.78|178,401,505.56
六、期末现金及现金等价物余额||340,877,444.02|154,089,300.78
