page|63
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金||124,427,724.99|87,524,029.47
交易性金融资产|||
衍生金融资产|||
应收票据||169,659,601.93|154,955,330.62
应收账款||1,016,300,703.93|1,273,603,162.88
应收款项融资||25,008,764.37|4,250,000.00
预付款项||3,030,475.18|881,284.51
其他应收款||2,264,817.28|3,917,435.99
其中：应收利息|||
应收股利|||
存货||13,972,250.77|14,813,407.50
合同资产||259,706,423.76|
page|64
持有待售资产|||
一年内到期的非流动资产|||
其他流动资产||2,778,127.04|3,458,995.68
流动资产合计||1,617,148,889.25|1,543,403,646.65
非流动资产：|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资||11,340,816.68|11,340,816.68
其他非流动金融资产|||
投资性房地产|||
固定资产||235,792,117.35|233,389,911.00
在建工程||436,617.66|462,508.85
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产||212,260,289.40|227,743,157.35
开发支出|||
商誉|||
长期待摊费用||9,482,472.33|9,813,261.17
递延所得税资产||25,587,819.60|21,283,356.48
其他非流动资产||5,137,730.86|5,148,680.92
非流动资产合计||500,037,863.88|509,181,692.45
资产总计||2,117,186,753.13|2,052,585,339.10
流动负债：|||
短期借款||310,435,405.07|383,051,591.45
交易性金融负债|||
衍生金融负债|||
应付票据||161,233,190.00|140,178,470.00
应付账款||341,070,739.91|524,210,138.06
预收款项||-|28,198,623.62
合同负债||12,691,549.82|
应付职工薪酬||14,885,436.12|13,490,654.57
应交税费||35,367,812.89|41,607,980.13
其他应付款||8,758,404.66|21,808,505.00
其中：应付利息|||
应付股利|||
持有待售负债|||
一年内到期的非流动负债||14,445,340.24|12,695,166.78
其他流动负债||380,746.49|
流动负债合计||899,268,625.20|1,165,241,129.61
page|65
非流动负债：|||
长期借款||100,090,874.31|-
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
长期应付款||24,763,983.05|35,117,733.63
长期应付职工薪酬|||
预计负债|||
递延收益||72,549,661.61|77,731,780.25
递延所得税负债|||
其他非流动负债|||
非流动负债合计||197,404,518.97|112,849,513.88
负债合计||1,096,673,144.17|1,278,090,643.49
所有者权益（或股东权益）：|||
实收资本（或股本）||92,210,000.00|92,210,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积||182,375,573.52|182,375,573.52
减：库存股|||
其他综合收益|||
专项储备||22,613,649.83|20,315,775.64
盈余公积||72,341,901.00|47,969,797.08
未分配利润||650,972,484.61|431,623,549.37
所有者权益（或股东权益）合计||1,020,513,608.96|774,494,695.61
负债和所有者权益（或股东权益）总计||2,117,186,753.13|2,052,585,339.10
page|66
财务费用||26,848,456.42|30,046,236.65
其中：利息费用||23,647,287.77|25,651,722.61
利息收入||616,213.83|847,083.51
加：其他收益||81,362.13|
投资收益（损失以“－”号填列）||400,000.00|
其中：对联营企业和合营企业的投资收益|||
以摊余成本计量的金融资产终止确认收益|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||
信用减值损失（损失以“-”号填列）||-22,566,424.27|-34,350,969.21
资产减值损失（损失以“-”号填列）||1,466,816.94|
资产处置收益（损失以“－”号填列）||2,389,802.06|-418,477.75
二、营业利润（亏损以“－”号填列）||277,606,307.13|272,827,462.42
加：营业外收入||12,503,251.95|5,956,842.64
减：营业外支出||1,017,394.45|1,498,161.23
三、利润总额（亏损总额以“－”号填列）||289,092,164.63|277,286,143.83
减：所得税费用||45,371,125.47|44,280,603.03
四、净利润（净亏损以“－”号填列）||243,721,039.16|233,005,540.80
（一）持续经营净利润（净亏损以“－”号填列）||243,721,039.16|233,005,540.80
（二）终止经营净利润（净亏损以“－”号填列）|||
五、其他综合收益的税后净额|||
（一）不能重分类进损益的其他综合收益|||
1.重新计量设定受益计划变动额|||
2.权益法下不能转损益的其他综合收益|||
3.其他权益工具投资公允价值变动|||
4.企业自身信用风险公允价值变动|||
（二）将重分类进损益的其他综合收益|||
1.权益法下可转损益的其他综合收益|||
2.其他债权投资公允价值变动|||
3.金融资产重分类计入其他综合收益的金额|||
4.其他债权投资信用减值准备|||
5.现金流量套期储备|||
6.外币财务报表折算差额|||
7.其他|||
六、综合收益总额||243,721,039.16|233,005,540.80
七、每股收益：|||
（一）基本每股收益(元/股)||2.64|2.53
page|67
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||923,009,267.03|966,296,549.92
收到的税费返还|||
收到其他与经营活动有关的现金||16,332,008.78|50,843,364.94
经营活动现金流入小计||939,341,275.81|1,017,139,914.86
购买商品、接受劳务支付的现金||646,274,782.90|642,411,997.65
支付给职工及为职工支付的现金||61,774,387.71|72,549,422.40
支付的各项税费||115,913,964.67|128,943,867.21
支付其他与经营活动有关的现金||58,823,857.97|39,111,797.51
经营活动现金流出小计||882,786,993.25|883,017,084.77
经营活动产生的现金流量净额||56,554,282.56|134,122,830.09
二、投资活动产生的现金流量：|||
收回投资收到的现金||-|1,288,152.84
取得投资收益收到的现金||400,000.00|-
处置固定资产、无形资产和其他长期资产收回的现金净额||3,419,375.00|153,050
处置子公司及其他营业单位收到的现金净额||-|-
收到其他与投资活动有关的现金||-|-
投资活动现金流入小计||3,819,375.00|1,441,202.84
购建固定资产、无形资产和其他长期资产支付的现金||23,281,039.13|26,002,774.20
投资支付的现金||-|-
取得子公司及其他营业单位支付的现金净额||-|-
支付其他与投资活动有关的现金||-|-
投资活动现金流出小计||23,281,039.13|26,002,774.20
投资活动产生的现金流量净额||-19,461,664.13|-24,561,571.36
三、筹资活动产生的现金流量：|||
吸收投资收到的现金||-|-
取得借款收到的现金||332,500,000.00|382,500,000.00
收到其他与筹资活动有关的现金||-|-
筹资活动现金流入小计||332,500,000.00|382,500,000.00
