page|80
项目|附注|2020 年度|2019 年度
一、营业总收入||1,808,927,139.78|2,391,323,310.58
其中：营业收入|61|1,808,927,139.78|2,391,323,310.58
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本||2,087,872,031.15|2,412,042,944.90
其中：营业成本|61|1,217,248,373.86|1,407,775,800.71
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|62|3,485,042.36|10,634,917.19
销售费用|63|489,595,089.51|596,547,475.73
管理费用|64|347,318,482.84|376,736,000.18
研发费用|65|21,108,249.29|20,223,041.03
财务费用|66|9,116,793.29|125,710.06
其中：利息费用||5,649,829.47|1,288,011.69
利息收入||3,474,366.54|9,889,850.38
加：其他收益|67|23,042,555.09|23,854,688.87
投资收益（损失以“－”号填列）|68|63,677,848.55|43,591,704.81
其中：对联营企业和合营企业的投资收益||13,849,789.32|-16,607,179.46
以摊余成本计量的金融资产终止确认收益|||
page|81
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|70|31,216.99|791,111.10
信用减值损失（损失以“-”号填列）|71|-3,910,711.01|-7,342,011.85
资产减值损失（损失以“-”号填列）|72|-107,896,504.93|410,169.80
资产处置收益（损失以“－”号填列）|73|33,716,401.87|410,941.51
三、营业利润（亏损以“－”号填列）||-270,284,084.81|40,996,969.92
加：营业外收入|74|942,512.80|4,668,600.69
减：营业外支出|75|9,880,494.85|4,369,539.39
四、利润总额（亏损总额以“－”号填列）||-279,222,066.86|41,296,031.22
减：所得税费用|76|5,551,341.39|33,182,503.49
五、净利润（净亏损以“－”号填列）||-284,773,408.25|8,113,527.73
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||-284,773,408.25|8,113,527.73
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||-248,473,615.01|54,154,723.85
2.少数股东损益（净亏损以“-”号填列）||-36,299,793.24|-46,041,196.12
六、其他综合收益的税后净额||-736,592.51|-50,824,479.06
（一）归属母公司所有者的其他综合收益的税后净额||-736,592.51|-50,824,479.06
1．不能重分类进损益的其他综合收益||-1,294,444.28|-29,151,403.03
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||-1,294,444.28|-29,151,403.03
（4）企业自身信用风险公允价值变动|||
2．将重分类进损益的其他综合收益||557,851.77|-21,673,076.03
（1）权益法下可转损益的其他综合收益||557,851.77|-21,673,076.03
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
page|82
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额|||
七、综合收益总额||-285,510,000.76|-42,710,951.33
（一）归属于母公司所有者的综合收益总额||-249,210,207.52|3,330,244.79
（二）归属于少数股东的综合收益总额||-36,299,793.24|-46,041,196.12
八、每股收益：|||
（一）基本每股收益(元/股)||-0.91|0.19
（二）稀释每股收益(元/股)||-0.91|0.19
