page|109
项目|附注|2021年度|2020年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||6,756,854,012.99|5,419,511,513.03
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
page|110
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还||38,115.39|5,214,929.75
收到其他与经营活动有关的现金||37,233,616.21|184,210,836.63
经营活动现金流入小计||6,794,125,744.59|5,608,937,279.41
购买商品、接受劳务支付的现金||5,323,973,487.67|4,288,913,049.63
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||191,172,716.92|129,493,936.69
支付的各项税费||427,194,790.30|253,828,113.50
支付其他与经营活动有关的现金||265,639,551.80|242,717,768.77
经营活动现金流出小计||6,207,980,546.69|4,914,952,868.59
经营活动产生的现金流量净额||586,145,197.90|693,984,410.82
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金||1,372,903.21|
处置固定资产、无形资产和其他长期资产收回的现金净额||49,277,775.61|3,982,212.82
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金||420,000,000.00|
投资活动现金流入小计||470,650,678.82|3,982,212.82
购建固定资产、无形资产和其他长期资产支付的现金||708,092,532.98|491,158,269.22
投资支付的现金||7,000,000.00|3,500,000.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金||220,000,000.00|339,999,999.00
投资活动现金流出小计||935,092,532.98|834,658,268.22
page|111
投资活动产生的现金流量净额||-464,441,854.16|-830,676,055.40
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||885,900,000.00|1,113,091,981.14
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||885,900,000.00|1,113,091,981.14
偿还债务支付的现金||305,104,997.74|768,900,000.00
分配股利、利润或偿付利息支付的现金||163,564,508.37|98,560,774.94
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||5,061,299.85|
筹资活动现金流出小计||473,730,805.96|867,460,774.94
筹资活动产生的现金流量净额||412,169,194.04|245,631,206.20
四、汇率变动对现金及现金等价物的影响||244,604.71|-1,449,832.80
五、现金及现金等价物净增加额||534,117,142.49|107,489,728.82
加：期初现金及现金等价物余额||961,002,155.98|853,512,427.16
六、期末现金及现金等价物余额||1,495,119,298.47|961,002,155.98
