page|76
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金||377,827,162|362,277,431
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|||
收到其他与经营活动有关的现金||175,982|88,336
经营活动现金流入小计||378,003,144|362,365,767
购买商品、接受劳务支付的现金||334,225,478|335,269,206
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金||11,540,478|10,253,236
支付的各项税费||8,749,173|7,159,573
支付其他与经营活动有关的现金||5,270,108|5,879,809
经营活动现金流出小计||359,785,237|358,561,824
page|77
经营活动产生的现金流量净额||18,217,907|3,803,943
二、投资活动产生的现金流量：|||
收回投资收到的现金|||3,095,870
取得投资收益收到的现金||287,886|329,709
处置固定资产、无形资产和其他长期资产收回的现金净额||37,640|36,773
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|||
投资活动现金流入小计||325,526|3,462,352
购建固定资产、无形资产和其他长期资产支付的现金||1,150,264|1,364,412
投资支付的现金|||
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||176
支付其他与投资活动有关的现金|||
投资活动现金流出小计||1,150,264|1,364,588
投资活动产生的现金流量净额||-824,738|2,097,764
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金||895,620|1,733,776
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||895,620|1,733,776
偿还债务支付的现金||10,060,806|3,447,668
分配股利、利润或偿付利息支付的现金||2,729,853|3,688,191
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金||203,088|891,842
筹资活动现金流出小计||12,993,747|8,027,701
筹资活动产生的现金流量净额||-12,098,127|-6,293,925
四、汇率变动对现金及现金等价物的影响||-398,433|85,792
五、现金及现金等价物净增加额||4,896,609|-306,426
加：期初现金及现金等价物余额||5,504,344|5,810,770
六、期末现金及现金等价物余额||10,400,953|5,504,344
