page|64
项目|附注|2020年度|2019年度
一、经营活动产生的现金流量：|||
销售商品、提供劳务收到的现金|七、78|1,006,316,746.05|1,011,940,386.46
客户存款和同业存放款项净增加额|||
向中央银行借款净增加额|||
向其他金融机构拆入资金净增加额|||
收到原保险合同保费取得的现金|||
收到再保业务现金净额|||
保户储金及投资款净增加额|||
收取利息、手续费及佣金的现金|||
拆入资金净增加额|||
回购业务资金净增加额|||
代理买卖证券收到的现金净额|||
收到的税费返还|七、78|10,355,451.78|10,665,415.50
收到其他与经营活动有关的现金|七、78|20,366,643.43|6,729,519.23
经营活动现金流入小计||1,037,038,841.26|1,029,335,321.19
购买商品、接受劳务支付的现金|七、78|593,672,322.33|547,388,587.87
客户贷款及垫款净增加额|||
存放中央银行和同业款项净增加额|||
支付原保险合同赔付款项的现金|||
拆出资金净增加额|||
支付利息、手续费及佣金的现金|||
支付保单红利的现金|||
支付给职工及为职工支付的现金|七、78|204,611,386.24|205,370,615.41
支付的各项税费|七、78|78,824,334.86|82,070,740.43
支付其他与经营活动有关的现金|七、78|55,634,825.44|97,835,339.43
经营活动现金流出小计||932,742,868.87|932,665,283.14
经营活动产生的现金流量净额|七、78|104,295,972.39|96,670,038.05
二、投资活动产生的现金流量：|||
收回投资收到的现金|||
取得投资收益收到的现金|||
处置固定资产、无形资产和其他长期资产收回的现金净额|七、78|468,856.38|1,336,917.42
处置子公司及其他营业单位收到的现金净额|||
收到其他与投资活动有关的现金|七、78|1,571,200.00|950,000.00
投资活动现金流入小计||2,040,056.38|2,286,917.42
购建固定资产、无形资产和其他长期资产支付的现金|七、78|39,647,888.75|20,296,533.28
投资支付的现金|||123,320,200.00
质押贷款净增加额|||
取得子公司及其他营业单位支付的现金净额|||
支付其他与投资活动有关的现金|七、78|621,200.00|1,773,317.00
投资活动现金流出小计||40,269,088.75|145,390,050.28
投资活动产生的现金流量净额||-38,229,032.37|-143,103,132.86
page|65
三、筹资活动产生的现金流量：|||
吸收投资收到的现金|||
其中：子公司吸收少数股东投资收到的现金|||
取得借款收到的现金|七、78|324,000,000.00|254,000,000.00
收到其他与筹资活动有关的现金|||
筹资活动现金流入小计||324,000,000.00|254,000,000.00
偿还债务支付的现金|七、78|271,000,000.00|154,000,000.00
分配股利、利润或偿付利息支付的现金|七、78|76,239,090.74|81,306,055.56
其中：子公司支付给少数股东的股利、利润|||
支付其他与筹资活动有关的现金|七、78||2,750,000.00
筹资活动现金流出小计||347,239,090.74|238,056,055.56
筹资活动产生的现金流量净额||-23,239,090.74|15,943,944.44
四、汇率变动对现金及现金等价物的影响||-130,757.21|-50,999.48
五、现金及现金等价物净增加额||42,697,092.07|-30,540,149.85
加：期初现金及现金等价物余额||85,411,245.91|115,951,395.76
六、期末现金及现金等价物余额||128,108,337.98|85,411,245.91
