page|79
项目|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：||
货币资金|8,544,356,169.94|10,123,891,478.86
结算备付金||
拆出资金||
交易性金融资产|29,180,000.00|26,000,000.00
衍生金融资产||
应收票据|6,930,211.19|4,750,478.14
应收账款|809,126,538.78|490,923,859.46
应收款项融资||
预付款项|59,293,798.01|28,169,886.60
应收保费||
应收分保账款||
应收分保合同准备金||
其他应收款|57,602,385.75|113,925,261.11
其中：应收利息|6,665,602.38|11,866,249.46
应收股利||
买入返售金融资产||
存货|6,095,078.95|4,721,258.48
合同资产|1,285,474,618.80|824,714,358.81
持有待售资产||
一年内到期的非流动资产||
其他流动资产|53,741,955.45|28,873,044.92
流动资产合计|10,851,800,756.87|11,645,969,626.38
非流动资产：||
发放贷款和垫款||
债权投资||
其他债权投资||
长期应收款||
长期股权投资|738,799,229.15|60,269,574.65
page|80
其他权益工具投资|13,530,837.60|15,157,777.32
其他非流动金融资产|8,746,343,607.00|5,292,301,027.14
投资性房地产||
固定资产|437,992,148.47|300,362,837.51
在建工程|217,141,355.50|54,839,279.79
生产性生物资产||
油气资产||
使用权资产|468,243,866.82|327,466,541.14
无形资产|250,635,355.97|141,755,095.71
开发支出||
商誉|1,778,947,124.71|1,444,517,998.22
长期待摊费用|35,196,585.89|33,428,024.51
递延所得税资产|100,935,511.86|79,506,013.04
其他非流动资产|101,605,171.48|110,483,924.07
非流动资产合计|12,889,370,794.45|7,860,088,093.10
资产总计|23,741,171,551.32|19,506,057,719.48
流动负债：||
短期借款|492,320,000.00|
向中央银行借款||
拆入资金||
交易性金融负债||
衍生金融负债||
应付票据|22,118,000.00|
应付账款|125,748,622.26|101,294,999.43
预收款项||
合同负债|789,508,933.95|484,643,033.92
卖出回购金融资产款||
吸收存款及同业存放||
代理买卖证券款||
代理承销证券款||
应付职工薪酬|256,194,429.01|140,395,765.30
应交税费|280,821,486.87|125,786,233.71
其他应付款|155,704,656.83|181,298,257.12
其中：应付利息|555,367.65|
page|81
应付股利|3,199,519.60|3,710,997.44
应付手续费及佣金||
应付分保账款||
持有待售负债||
一年内到期的非流动负债|290,298,339.24|105,920,524.37
其他流动负债||
流动负债合计|2,412,714,468.16|1,139,338,813.85
非流动负债：||
保险合同准备金||
长期借款||
应付债券||
其中：优先股||
永续债||
租赁负债|406,838,855.96|279,021,433.58
长期应付款|114,881,345.42|97,493,781.83
长期应付职工薪酬||
预计负债||
递延收益||
递延所得税负债|201,539,682.14|131,729,595.92
其他非流动负债||
非流动负债合计|723,259,883.52|508,244,811.33
负债合计|3,135,974,351.68|1,647,583,625.18
所有者权益：||
股本|872,438,364.00|872,483,508.00
其他权益工具||
其中：优先股||
永续债||
资本公积|11,886,627,087.98|11,998,236,858.52
减：库存股|567,553,404.57|135,803,868.02
其他综合收益|-155,992,714.24|-92,013,282.09
专项储备||
盈余公积|317,385,421.14|222,243,509.62
一般风险准备||
未分配利润|5,770,721,362.90|3,253,421,282.24
page|82
归属于母公司所有者权益合计|18,123,626,117.21|16,118,568,008.27
少数股东权益|2,481,571,082.43|1,739,906,086.03
所有者权益合计|20,605,197,199.64|17,858,474,094.30
负债和所有者权益总计|23,741,171,551.32|19,506,057,719.48
