page|128
项目|附注|2020 年 12 月 31 日|2019 年 12 月 31 日
流动资产：|||
货币资金|七、1|9,429,357,046.49|5,827,449,548.21
结算备付金|||
拆出资金|||
交易性金融资产|七、2|914,709,238.85|1,733,947,291.38
衍生金融资产|||
应收票据|||
应收账款|七、5|4,231,668,038.65|4,660,378,035.66
应收款项融资|七、6|1,614,996,704.71|1,198,685,017.02
预付款项|七、7|1,039,219,925.43|712,925,447.55
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|1,651,718,685.37|1,554,916,100.18
其中：应收利息||2,895,751.26|
应收股利||1,274,376.51|67,773,086.19
买入返售金融资产|||
存货|七、9|7,120,403,437.07|5,609,755,661.86
合同资产|七、10|620,110,753.27|
持有待售资产|七、11||28,037,481.48
一年内到期的非流动资产|七、12|663,889.96|70,100,172.55
其他流动资产|七、13|1,693,870,665.03|935,960,137.44
流动资产合计||28,316,718,384.83|22,332,154,893.33
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|七、15|43,341,214.97|43,341,214.97
长期应收款|七、16|621,662,397.99|343,750,331.42
长期股权投资|七、17|444,288,716.77|476,216,426.05
page|129
其他权益工具投资|七、18|129,449,500.00|110,000,000.00
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|10,011,900,553.24|9,951,345,645.78
在建工程|七、22|2,330,285,561.61|842,544,208.74
生产性生物资产|||
油气资产|||
使用权资产|||
无形资产|七、26|649,203,312.30|582,459,759.51
开发支出|||
商誉|七、28|160,394,750.97|152,889,892.14
长期待摊费用|七、29|66,507,424.48|71,667,990.77
递延所得税资产|七、30|1,097,384,377.86|987,336,568.57
其他非流动资产|七、31|1,721,325,155.85|389,308,516.16
非流动资产合计||17,275,742,966.04|13,950,860,554.11
资产总计||45,592,461,350.87|36,283,015,447.44
流动负债：|||
短期借款|七、32|5,067,682,762.45|6,040,774,904.22
向中央银行借款|||
拆入资金|||
交易性金融负债|七、33|23,559,939.00|41,702.93
衍生金融负债|||
应付票据|七、35|9,649,794,186.01|4,693,785,705.22
应付账款|七、36|5,381,266,886.46|4,483,214,091.63
预收款项|七、37||1,825,660,229.89
合同负债|七、38|1,120,402,703.52|
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|445,057,967.67|319,269,179.67
应交税费|七、40|468,717,969.24|429,710,356.74
其他应付款|七、41|1,445,100,111.32|899,535,045.34
其中：应付利息|||42,722,756.37
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|610,446,640.22|815,331,645.47
其他流动负债|七、44|33,189,302.86|
流动负债合计||24,245,218,468.75|19,507,322,861.11
非流动负债：|||
保险合同准备金|||
长期借款|七、45|4,108,253,652.66|2,604,201,896.48
应付债券|||
其中：优先股|||
永续债|||
租赁负债|||
page|130
长期应付款|七、48|405,836,859.51|441,000,315.60
长期应付职工薪酬|七、49||9,513,375.56
预计负债|七、50|979,299,332.64|934,237,549.57
递延收益|七、51|128,172,332.89|69,881,866.28
递延所得税负债|七、30|24,902,198.70|18,434,616.48
其他非流动负债|||
非流动负债合计||5,646,464,376.40|4,077,269,619.97
负债合计||29,891,682,845.15|23,584,592,481.08
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|2,068,026,375.00|1,757,826,375.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|11,161,262,613.48|9,232,147,086.83
减：库存股|||
其他综合收益|七、57|-251,846,509.50|-121,690,199.76
专项储备|||
盈余公积|七、59|90,346,375.26|62,975,937.23
一般风险准备|||
未分配利润|七、60|2,013,393,693.48|1,025,040,191.36
归属于母公司所有者权益（或股东权益）合计||15,081,182,547.72|11,956,299,390.66
少数股东权益||619,595,958.00|742,123,575.70
所有者权益（或股东权益）合计||15,700,778,505.72|12,698,422,966.36
负债和所有者权益（或股东权益）总计||45,592,461,350.87|36,283,015,447.44
