page|102
项目|附注|2021 年度|2020 年度
一、营业总收入|七·61||16,203,578,427.97  13,003,370,230.12
其中：营业收入|七·61|16,203,578,427.97|13,003,370,230.12
利息收入|||
已赚保费|||
手续费及佣金收入|||
二、营业总成本|||12,128,682,149.20  10,689,797,958.04
其中：营业成本|七·61|9,183,816,192.12|8,207,777,454.67
利息支出|||
手续费及佣金支出|||
退保金|||
赔付支出净额|||
提取保险责任准备金净额|||
保单红利支出|||
分保费用|||
税金及附加|七·62|108,485,145.36|86,942,805.40
销售费用|七·63|18,821,039.91|10,629,082.64
管理费用|七·64|735,805,392.28|611,402,339.19
研发费用|七·65|135,698,651.37|67,632,819.17
财务费用|七·66|1,946,055,728.16|1,705,413,456.97
其中：利息费用||2,022,079,681.36|1,814,067,040.93
利息收入||84,786,233.71|109,950,358.07
加：其他收益|七·67|76,577,471.68|74,482,810.42
投资收益（损失以“－”号填列）|七·68|975,100,108.68|1,477,982,587.27
page|103
其中：对联营企业和合营企业的投资收益||518,890,535.70|570,838,897.19
以摊余成本计量的金融资产终止确认收益|||
汇兑收益（损失以“－”号填列）|||
净敞口套期收益（损失以“-”号填列）|||
公允价值变动收益（损失以“－”号填列）|||2,568,219.18
信用减值损失（损失以“-”号填列）|七·71|-78,213,586.07|-40,123,822.61
资产减值损失（损失以“-”号填列）|七·72|91,290,972.65|-83,309,890.69
资产处置收益（损失以“－”号填列）|七·73|12,036,683.48|2,187,877.86
三、营业利润（亏损以“－”号填列）||5,151,687,929.19|3,747,360,053.51
加：营业外收入|七·74|93,552,742.92|121,103,395.58
减：营业外支出|七·75|59,763,650.14|56,317,700.61
四、利润总额（亏损总额以“－”号填列）||5,185,477,021.97|3,812,145,748.48
减：所得税费用|七·76|1,267,373,461.56|1,051,935,202.85
五、净利润（净亏损以“－”号填列）||3,918,103,560.41|2,760,210,545.63
（一）按经营持续性分类|||
1.持续经营净利润（净亏损以“－”号填列）||3,918,103,560.41|2,760,210,545.63
2.终止经营净利润（净亏损以“－”号填列）|||
（二）按所有权归属分类|||
1.归属于母公司股东的净利润（净亏损以“-”号填列）||3,052,287,782.41|2,280,635,743.62
2.少数股东损益（净亏损以“-”号填列）||865,815,778.00|479,574,802.01
六、其他综合收益的税后净额||26,018,723.48|-57,335,983.09
（一）归属母公司所有者的其他综合收益的税后净额||14,632,666.52|-57,335,983.09
1．不能重分类进损益的其他综合收益||160,303.02|-5,182,926.83
（1）重新计量设定受益计划变动额|||
（2）权益法下不能转损益的其他综合收益|||
（3）其他权益工具投资公允价值变动||160,303.02|-5,182,926.83
（4）企业自身信用风险公允价值变动|||
page|104
2．将重分类进损益的其他综合收益||14,472,363.50|-52,153,056.26
（1）权益法下可转损益的其他综合收益||14,472,363.50|-52,153,056.26
（2）其他债权投资公允价值变动|||
（3）金融资产重分类计入其他综合收益的金额|||
（4）其他债权投资信用减值准备|||
（5）现金流量套期储备|||
（6）外币财务报表折算差额|||
（7）其他|||
（二）归属于少数股东的其他综合收益的税后净额||11,386,056.96|
七、综合收益总额||3,944,122,283.89|2,702,874,562.54
（一）归属于母公司所有者的综合收益总额||3,066,920,448.93|2,223,299,760.53
（二）归属于少数股东的综合收益总额||877,201,834.96|479,574,802.01
八、每股收益：|||
（一）基本每股收益(元/股)||0.597|0.453
（二）稀释每股收益(元/股)||0.596|0.451
