page|111
项目|附注|2021 年 12 月 31 日|2020 年 12 月 31 日
流动资产：|||
货币资金|七、1|2,613,187,380.86|279,552,441.30
结算备付金|||
拆出资金|||
交易性金融资产|七、2|369,771,170.96|519,125,835.64
衍生金融资产|||
应收票据|||
应收账款|七、5|4,346.14|
应收款项融资|||
预付款项|七、7|19,236,065.04|13,656,772.06
应收保费|||
应收分保账款|||
应收分保合同准备金|||
其他应收款|七、8|2,074,724.06|468,002.46
其中：应收利息|||
应收股利|||
买入返售金融资产|||
存货|七、9|3,806,964.31|4,205,232.22
合同资产|||
持有待售资产|||
page|112
一年内到期的非流动资产|||
其他流动资产|七、13|555,127.36|
流动资产合计||3,008,635,778.73|817,008,283.68
非流动资产：|||
发放贷款和垫款|||
债权投资|||
其他债权投资|||
长期应收款|||
长期股权投资|||
其他权益工具投资|||
其他非流动金融资产|||
投资性房地产|||
固定资产|七、21|10,320,860.39|7,306,410.14
在建工程|||
生产性生物资产|||
油气资产|||
使用权资产|七、25|16,557,404.25|
无形资产|七、26|22,126,089.77|261,943.36
开发支出|||
商誉|||
长期待摊费用|七、29|7,787,927.16|6,456,847.64
递延所得税资产|||
其他非流动资产|七、31|33,429,097.58|12,645,863.90
非流动资产合计||90,221,379.15|26,671,065.04
资产总计||3,098,857,157.88|843,679,348.72
流动负债：|||
短期借款|||
向中央银行借款|||
拆入资金|||
交易性金融负债|||
衍生金融负债|||
应付票据|||
应付账款|七、36|51,092,810.74|27,776,229.31
预收款项|||
合同负债|||
卖出回购金融资产款|||
吸收存款及同业存放|||
代理买卖证券款|||
代理承销证券款|||
应付职工薪酬|七、39|14,222,566.64|7,978,980.45
应交税费|七、40|1,450,957.34|386,193.16
其他应付款|七、41|1,465,948.58|1,016,722.18
其中：应付利息|||
应付股利|||
应付手续费及佣金|||
应付分保账款|||
持有待售负债|||
一年内到期的非流动负债|七、43|5,660,332.65|23,764.16
page|113
其他流动负债|||
流动负债合计||73,892,615.95|37,181,889.26
非流动负债：|||
保险合同准备金|||
长期借款|||
应付债券|||
其中：优先股|||
永续债|||
租赁负债|七、47|11,762,723.72|
长期应付款|||
长期应付职工薪酬|||
预计负债|||
递延收益|七、51|320,000.00|
递延所得税负债|||
其他非流动负债|||
非流动负债合计||12,082,723.72|
负债合计||85,975,339.67|37,181,889.26
所有者权益（或股东权益）：|||
实收资本（或股本）|七、53|570,000,000.00|460,000,000.00
其他权益工具|||
其中：优先股|||
永续债|||
资本公积|七、55|2,840,803,947.49|509,470,321.72
减：库存股|||
其他综合收益|||
专项储备|||
盈余公积|||
一般风险准备|||
未分配利润|七、60|-397,922,129.28|-162,972,862.26
归属于母公司所有者权益（或股东权益）合计||3,012,881,818.21|806,497,459.46
少数股东权益|||
所有者权益（或股东权益）合计||3,012,881,818.21|806,497,459.46
负债和所有者权益（或股东权益）总计||3,098,857,157.88|843,679,348.72
